agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Daily_Recovered,Date
30-39,Male,71,71,1859,0,7,10/30/2021
30-39,Male,109,109,1836,0,132,10/31/2021
30-39,Male,63,63,1547,0,351,11/1/2021
30-39,Male,65,65,1455,0,157,11/2/2021
30-39,Male,102,102,1397,0,160,11/3/2021
30-39,Male,81,81,1475,0,4,11/4/2021
30-39,Male,112,112,1312,0,275,11/5/2021
30-39,Male,79,79,1268,0,122,11/6/2021
30-39,Male,99,99,1248,0,120,11/7/2021
30-39,Male,81,81,1217,0,112,11/8/2021
30-39,Male,68,68,1177,0,108,11/9/2021
30-39,Male,82,82,1192,0,66,11/10/2021
30-39,Male,91,91,1243,0,40,11/11/2021
30-39,Male,91,91,1290,0,44,11/12/2021
30-39,Male,66,66,1331,0,25,11/13/2021
30-39,Male,65,65,1354,0,42,11/14/2021
30-39,Male,44,44,1079,0,319,11/15/2021
30-39,Male,55,55,1069,0,65,11/16/2021
30-39,Male,76,76,1043,0,102,11/17/2021
30-39,Male,89,89,1033,0,99,11/18/2021
30-39,Male,97,97,731,0,399,11/19/2021
30-39,Male,84,84,691,0,124,11/20/2021
30-39,Male,69,69,683,0,76,11/21/2021
30-39,Male,59,59,662,0,80,11/22/2021
30-39,Male,80,80,679,0,63,11/23/2021
30-39,Male,97,97,728,0,47,11/24/2021
30-39,Male,104,104,762,0,70,11/25/2021
30-39,Male,90,90,775,0,77,11/26/2021
30-39,Male,80,80,765,0,90,11/27/2021
30-39,Male,63,63,749,0,79,11/28/2021
30-39,Male,63,63,733,0,79,11/29/2021
30-39,Male,59,59,737,0,55,11/30/2021
30-39,Male,90,90,763,0,64,12/1/2021
30-39,Male,61,61,734,0,90,12/2/2021
30-39,Male,72,72,802,0,4,12/3/2021
30-39,Male,58,58,853,0,8,12/4/2021
30-39,Male,73,73,922,0,4,12/5/2021
30-39,Male,74,74,634,0,362,12/6/2021
30-39,Male,67,67,636,0,65,12/7/2021
30-39,Male,74,74,657,0,53,12/8/2021
30-39,Male,72,72,655,0,74,12/9/2021
30-39,Male,75,75,668,0,62,12/10/2021
30-39,Male,74,74,669,0,73,12/11/2021
30-39,Male,68,68,667,0,70,12/12/2021
30-39,Male,68,68,672,0,63,12/13/2021
30-39,Male,75,75,686,0,61,12/14/2021
30-39,Male,104,104,733,0,57,12/15/2021
30-39,Male,122,122,785,0,70,12/16/2021
30-39,Male,103,103,835,0,53,12/17/2021
30-39,Male,77,77,844,0,68,12/18/2021
30-39,Male,77,77,845,0,76,12/19/2021
30-39,Male,73,73,850,0,68,12/20/2021
30-39,Male,108,108,897,0,61,12/21/2021
30-39,Male,146,146,988,0,55,12/22/2021
30-39,Male,187,187,1095,0,79,12/23/2021
30-39,Male,161,161,1145,0,112,12/24/2021
30-39,Male,148,148,1163,0,129,12/25/2021
30-39,Male,199,199,1270,0,92,12/26/2021
30-39,Male,286,286,1482,0,74,12/27/2021
30-39,Male,387,387,1768,0,101,12/28/2021
30-39,Male,547,547,2223,0,92,12/29/2021
30-39,Male,626,626,2737,0,112,12/30/2021
30-39,Male,730,730,2495,0,972,12/31/2021
30-39,Male,764,764,3251,0,8,1/1/2022
30-39,Male,898,898,3946,0,203,1/2/2022
30-39,Male,1443,1443,4986,0,405,1/3/2022
30-39,Male,1571,1571,5062,0,1495,1/4/2022
30-39,Male,1964,1964,5798,0,1228,1/5/2022
30-39,Male,1955,1955,6306,0,1446,1/6/2022
30-39,Male,5038,5038,10272,0,1069,1/7/2022
30-39,Male,4370,4370,13855,0,791,1/8/2022
30-39,Male,3320,3320,15348,0,1828,1/9/2022
30-39,Male,3475,3475,16502,0,2322,1/10/2022
30-39,Male,3556,3556,19994,0,67,1/11/2022
30-39,Male,3313,3313,20989,0,3408,1/12/2022
30-39,Male,3107,3107,21693,0,1699,1/13/2022
30-39,Male,2310,2310,19226,0,4605,1/14/2022
30-39,Male,2533,2533,20342,0,1442,1/15/2022
30-39,Male,2033,2033,20880,0,1413,1/16/2022
30-39,Male,1986,1986,21194,0,1609,1/17/2022
30-39,Male,2134,2134,21683,0,1561,1/18/2022
30-39,Male,2055,2055,23610,0,114,1/19/2022
30-39,Male,1751,1751,24194,0,1167,1/20/2022
30-39,Male,1464,1464,21008,0,4650,1/21/2022
30-39,Male,1121,1121,18300,0,3824,1/22/2022
30-39,Male,1062,1062,17752,0,1610,1/23/2022
30-39,Male,1345,1345,17389,0,1708,1/24/2022
30-39,Male,1266,1266,13257,0,5396,1/25/2022
30-39,Male,1330,1330,11271,0,3316,1/26/2022
30-39,Male,1241,1241,9523,0,2989,1/27/2022
30-39,Male,1115,1115,7386,0,3252,1/28/2022
30-39,Male,943,943,7237,0,1092,1/29/2022
30-39,Male,887,887,7013,0,1111,1/30/2022
30-39,Male,927,927,6551,0,1388,1/31/2022
30-39,Male,1232,1232,6399,0,1384,2/1/2022
30-39,Male,1071,1071,5828,0,1641,2/2/2022
30-39,Male,895,895,5549,0,1170,2/3/2022
30-39,Male,632,632,5248,0,933,2/4/2022
30-39,Male,567,567,5000,0,815,2/5/2022
30-39,Male,620,620,4807,0,813,2/6/2022
30-39,Male,713,713,4610,0,910,2/7/2022
30-39,Male,767,767,4379,0,998,2/8/2022
30-39,Male,708,708,4239,0,848,2/9/2022
30-39,Male,706,706,4239,0,706,2/10/2022
30-39,Male,515,515,4123,0,631,2/11/2022
30-39,Male,533,533,4001,0,655,2/12/2022
30-39,Male,510,510,3951,0,560,2/13/2022
30-39,Male,563,563,3695,0,819,2/14/2022
30-39,Male,554,554,3504,0,745,2/15/2022
30-39,Male,620,620,3415,0,709,2/16/2022
30-39,Male,525,525,3354,0,586,2/17/2022
30-39,Male,454,454,3301,0,507,2/18/2022
30-39,Male,348,348,3172,0,476,2/19/2022
30-39,Male,403,403,3097,0,478,2/20/2022
30-39,Male,463,463,3250,0,310,2/21/2022
30-39,Male,489,489,2847,0,892,2/22/2022
30-39,Male,457,457,2722,0,582,2/23/2022
30-39,Male,461,461,2682,0,501,2/24/2022
30-39,Male,385,385,2662,0,405,2/25/2022
30-39,Male,324,324,2614,0,372,2/26/2022
30-39,Male,353,353,2564,0,403,2/27/2022
30-39,Male,371,371,2456,0,479,2/28/2022
30-39,Male,452,452,2441,0,467,3/1/2022
30-39,Male,457,457,2428,0,470,3/2/2022
30-39,Male,396,396,2373,0,451,3/3/2022
30-39,Male,354,354,2359,0,368,3/4/2022
30-39,Male,293,293,2347,0,305,3/5/2022
30-39,Male,300,300,2316,0,331,3/6/2022
30-39,Male,388,388,2543,0,161,3/7/2022
30-39,Male,468,468,2302,0,709,3/8/2022
30-39,Male,556,556,2390,0,468,3/9/2022
30-39,Male,469,469,2849,0,10,3/10/2022
30-39,Male,429,429,2579,0,699,3/11/2022
30-39,Male,344,344,2641,0,282,3/12/2022
30-39,Male,367,367,2687,0,321,3/13/2022
30-39,Male,464,464,2716,0,435,3/14/2022
30-39,Male,620,620,2800,0,536,3/15/2022
30-39,Male,728,728,2978,0,550,3/16/2022
30-39,Male,727,727,3276,0,429,3/17/2022
30-39,Male,588,588,3476,0,388,3/18/2022
30-39,Male,481,481,3595,0,362,3/19/2022
30-39,Male,537,537,3749,0,383,3/20/2022
30-39,Male,708,708,3925,0,532,3/21/2022
30-39,Male,771,771,3973,0,723,3/22/2022
30-39,Male,760,760,3989,0,744,3/23/2022
30-39,Male,714,714,4026,0,677,3/24/2022
30-39,Male,646,646,4109,0,563,3/25/2022
30-39,Male,537,537,4192,0,454,3/26/2022
30-39,Male,595,595,4194,0,593,3/27/2022
30-39,Male,770,770,4191,0,773,3/28/2022
30-39,Male,870,870,4270,0,791,3/29/2022
30-39,Male,935,935,4419,0,786,3/30/2022
30-39,Male,857,857,4583,0,693,3/31/2022
30-39,Male,661,661,4631,0,613,4/1/2022
30-39,Male,626,626,4748,0,509,4/2/2022
30-39,Male,675,675,4806,0,617,4/3/2022
30-39,Male,792,792,4704,0,894,4/4/2022
30-39,Male,994,994,4767,0,931,4/5/2022
30-39,Male,991,991,4809,0,949,4/6/2022
30-39,Male,921,921,4981,0,749,4/7/2022
30-39,Male,738,738,5016,0,703,4/8/2022
30-39,Male,631,631,5026,0,621,4/9/2022
30-39,Male,718,718,5049,0,695,4/10/2022
30-39,Male,905,905,5029,0,925,4/11/2022
