agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Daily_Recovered,Date
80-89,Female,0,0,0,0,0,2/18/2020
80-89,Male,0,0,0,0,0,2/18/2020
80-89,Female,0,0,0,0,0,2/19/2020
80-89,Male,0,0,0,0,0,2/19/2020
80-89,Female,0,0,0,0,0,2/20/2020
80-89,Male,0,0,0,0,0,2/20/2020
80-89,Female,0,0,0,0,0,2/21/2020
80-89,Male,0,0,0,0,0,2/21/2020
80-89,Female,0,0,0,0,0,2/22/2020
80-89,Male,0,0,0,0,0,2/22/2020
80-89,Female,0,0,0,0,0,2/23/2020
80-89,Male,0,0,0,0,0,2/23/2020
80-89,Female,0,0,0,0,0,2/24/2020
80-89,Male,0,0,0,0,0,2/24/2020
80-89,Female,0,0,0,0,0,2/25/2020
80-89,Male,0,0,0,0,0,2/25/2020
80-89,Female,0,0,0,0,0,2/26/2020
80-89,Male,0,0,0,0,0,2/26/2020
80-89,Female,0,0,0,0,0,2/27/2020
80-89,Female,0,0,0,0,0,2/28/2020
80-89,Female,0,0,0,0,0,2/29/2020
80-89,Female,0,0,0,0,0,3/1/2020
80-89,Female,0,0,0,0,0,3/2/2020
80-89,Female,0,0,0,0,0,3/3/2020
80-89,Female,0,0,0,0,0,3/4/2020
80-89,Female,0,0,0,0,0,3/5/2020
80-89,Female,0,0,0,0,0,3/6/2020
80-89,Female,0,0,0,0,0,3/7/2020
80-89,Female,0,0,0,0,0,3/8/2020
80-89,Female,0,0,0,0,0,3/9/2020
80-89,Female,0,0,0,0,0,3/10/2020
80-89,Female,0,0,0,0,0,3/11/2020
80-89,Female,0,0,0,0,0,3/12/2020
80-89,Female,0,0,0,0,0,3/13/2020
80-89,Female,0,0,0,0,0,3/14/2020
80-89,Female,0,0,0,0,0,3/15/2020
80-89,Female,0,0,0,0,0,3/16/2020
80-89,Female,0,0,0,0,0,3/17/2020
80-89,Female,0,0,0,0,0,3/18/2020
80-89,Female,0,0,0,0,0,3/19/2020
80-89,Female,0,0,0,0,0,3/20/2020
80-89,Female,0,0,0,0,0,3/21/2020
80-89,Female,1,0,1,1,,3/22/2020
80-89,Female,1,0,2,1,,3/23/2020
80-89,Female,1,0,3,1,,3/24/2020
80-89,Female,,0,3,,,3/25/2020
80-89,Female,1,0,4,1,,3/26/2020
80-89,Female,1,0,5,1,,3/27/2020
80-89,Female,,0,5,,,3/28/2020
80-89,Female,,0,4,,1,3/29/2020
80-89,Female,,0,4,,,3/30/2020
80-89,Female,1,0,4,1,1,3/31/2020
80-89,Female,1,0,5,1,,4/1/2020
80-89,Female,3,0,10,3,1,4/2/2020
80-89,Female,1,0,8,1,,4/3/2020
80-89,Female,,0,7,,1,4/4/2020
80-89,Female,,0,6,,1,4/5/2020
80-89,Female,,0,5,,,4/6/2020
80-89,Female,,0,4,,,4/7/2020
80-89,Female,,0,3,,,4/8/2020
80-89,Female,,0,3,,,4/9/2020
80-89,Female,1,0,5,1,,4/10/2020
80-89,Female,,0,4,,1,4/11/2020
80-89,Female,,0,4,,,4/12/2020
80-89,Female,,0,4,,,4/13/2020
80-89,Female,1,0,3,1,1,4/14/2020
80-89,Female,2,0,4,2,1,4/15/2020
80-89,Female,,0,3,,1,4/16/2020
80-89,Female,1,0,4,1,,4/17/2020
80-89,Female,,0,4,,,4/18/2020
80-89,Female,,0,4,,,4/19/2020
80-89,Female,,0,4,,,4/20/2020
80-89,Female,,0,4,,,4/21/2020
80-89,Female,,0,4,,,4/22/2020
80-89,Female,,0,4,,,4/23/2020
80-89,Female,,0,4,,,4/24/2020
80-89,Female,,0,4,,,4/25/2020
80-89,Female,,0,3,,1,4/26/2020
80-89,Female,,0,3,,,4/27/2020
80-89,Female,,0,3,,,4/28/2020
80-89,Female,,0,1,,1,4/29/2020
80-89,Female,,0,1,,,4/30/2020
80-89,Female,,0,1,,,5/1/2020
80-89,Female,,0,1,,,5/2/2020
80-89,Female,,0,1,,,5/3/2020
80-89,Female,,0,1,,,5/4/2020
80-89,Female,,0,1,,,5/5/2020
80-89,Female,,0,1,,,5/6/2020
80-89,Female,,0,1,,,5/7/2020
80-89,Female,,0,1,,,5/8/2020
80-89,Female,,0,1,,,5/9/2020
80-89,Female,,0,1,,,5/10/2020
80-89,Female,,0,1,,,5/11/2020
80-89,Female,1,0,2,1,,5/12/2020
80-89,Female,,0,2,,,5/13/2020
80-89,Female,,0,2,,,5/14/2020
80-89,Female,,0,2,,,5/15/2020
80-89,Female,,0,2,,,5/16/2020
80-89,Female,,0,2,,,5/17/2020
80-89,Female,1,0,3,1,,5/18/2020
80-89,Female,,0,3,,,5/19/2020
80-89,Female,,0,3,,,5/20/2020
80-89,Female,,0,2,,1,5/21/2020
80-89,Female,,0,2,,,5/22/2020
80-89,Female,,0,1,,1,5/23/2020
80-89,Female,,0,1,,,5/24/2020
80-89,Female,,0,1,,,5/25/2020
80-89,Female,,0,1,,,5/26/2020
80-89,Female,,0,1,,,5/27/2020
80-89,Female,,0,1,,,5/28/2020
80-89,Female,,0,1,,,5/29/2020
80-89,Female,,0,1,,,5/30/2020
80-89,Female,,0,1,,,5/31/2020
80-89,Female,,0,1,,,6/1/2020
80-89,Female,,0,,,1,6/2/2020
80-89,Female,0,0,0,0,0,6/3/2020
80-89,Female,0,0,0,0,0,6/4/2020
80-89,Female,1,0,1,1,,6/5/2020
80-89,Female,,0,1,,,6/6/2020
80-89,Female,,0,1,,,6/7/2020
80-89,Female,,0,1,,,6/8/2020
80-89,Female,,0,1,,,6/9/2020
80-89,Female,,0,1,,,6/10/2020
80-89,Female,,0,1,,,6/11/2020
80-89,Female,,0,1,,,6/12/2020
80-89,Female,,0,1,,,6/13/2020
80-89,Female,,0,1,,,6/14/2020
80-89,Female,,0,1,,,6/15/2020
80-89,Female,,0,1,,,6/16/2020
80-89,Female,2,0,4,2,,6/17/2020
80-89,Female,,0,3,,,6/18/2020
80-89,Female,1,0,4,1,,6/19/2020
80-89,Female,,0,4,,,6/20/2020
80-89,Female,,0,3,,1,6/21/2020
80-89,Female,,0,3,,,6/22/2020
80-89,Female,,0,2,,1,6/23/2020
80-89,Female,,0,1,,1,6/24/2020
80-89,Female,,0,1,,,6/25/2020
80-89,Female,,0,1,,,6/26/2020
80-89,Female,,0,1,,,6/27/2020
80-89,Female,,0,1,,,6/28/2020
80-89,Female,,0,2,,,6/29/2020
80-89,Female,,0,1,,,6/30/2020
80-89,Female,,0,1,,,7/1/2020
80-89,Female,,0,1,,,7/2/2020
80-89,Female,1,0,2,1,,7/3/2020
80-89,Female,,0,3,,,7/4/2020
80-89,Female,1,0,4,1,,7/5/2020
80-89,Female,1,0,5,1,,7/6/2020
80-89,Female,,0,4,,,7/7/2020
80-89,Female,2,0,6,2,,7/8/2020
80-89,Female,,0,6,,,7/9/2020
80-89,Female,2,0,8,2,,7/10/2020
80-89,Female,3,0,11,3,,7/11/2020
80-89,Female,6,0,21,6,,7/12/2020
80-89,Female,7,0,28,7,,7/13/2020
80-89,Female,7,0,33,7,,7/14/2020
80-89,Female,2,0,31,2,2,7/15/2020
80-89,Female,7,0,41,7,,7/16/2020
80-89,Female,9,0,48,9,,7/17/2020
80-89,Female,9,0,56,9,,7/18/2020
80-89,Female,5,0,59,5,,7/19/2020
80-89,Female,15,0,78,15,,7/20/2020
80-89,Female,14,0,91,14,,7/21/2020
80-89,Female,9,0,101,9,,7/22/2020
80-89,Female,12,0,114,12,,7/23/2020
80-89,Female,7,0,112,7,,7/24/2020
80-89,Female,17,0,131,17,3,7/25/2020
80-89,Female,41,0,173,41,,7/26/2020
80-89,Female,11,0,176,11,,7/27/2020
80-89,Female,5,0,181,5,,7/28/2020
80-89,Female,16,0,190,16,,7/29/2020
80-89,Female,19,0,215,19,,7/30/2020
80-89,Female,17,0,228,17,1,7/31/2020
80-89,Female,25,0,251,25,,8/1/2020
80-89,Female,15,0,252,15,2,8/2/2020
80-89,Female,18,0,269,18,1,8/3/2020
80-89,Female,50,0,325,50,,8/4/2020
80-89,Female,30,0,354,30,1,8/5/2020
80-89,Female,14,0,345,14,5,8/6/2020
80-89,Female,21,0,357,21,4,8/7/2020
80-89,Female,18,0,368,18,4,8/8/2020
80-89,Female,11,0,368,11,2,8/9/2020
80-89,Female,17,0,374,17,4,8/10/2020
80-89,Female,15,0,379,15,9,8/11/2020
80-89,Female,10,0,383,10,2,8/12/2020
80-89,Female,11,0,383,11,4,8/13/2020
80-89,Female,8,0,384,8,3,8/14/2020
80-89,Female,12,0,387,12,1,8/15/2020
80-89,Female,14,0,399,14,3,8/16/2020
80-89,Female,10,0,390,10,6,8/17/2020
80-89,Female,13,0,392,13,8,8/18/2020
80-89,Female,15,0,398,15,9,8/19/2020
80-89,Female,7,0,384,7,15,8/20/2020
80-89,Female,5,0,375,5,9,8/21/2020
80-89,Female,10,0,375,10,9,8/22/2020
80-89,Female,3,0,361,3,9,8/23/2020
80-89,Female,3,0,345,3,17,8/24/2020
80-89,Female,5,0,330,5,14,8/25/2020
80-89,Female,4,0,319,4,13,8/26/2020
80-89,Female,6,0,307,6,13,8/27/2020
80-89,Female,2,0,290,2,17,8/28/2020
80-89,Female,1,0,271,1,19,8/29/2020
80-89,Female,7,0,268,7,9,8/30/2020
80-89,Female,1,0,260,1,5,8/31/2020
80-89,Female,3,0,254,3,7,9/1/2020
80-89,Female,6,0,239,6,23,9/2/2020
80-89,Female,1,0,225,1,12,9/3/2020
80-89,Female,1,0,216,1,12,9/4/2020
80-89,Female,6,0,204,6,14,9/5/2020
80-89,Female,1,0,196,1,6,9/6/2020
80-89,Female,3,0,192,3,11,9/7/2020
80-89,Female,2,0,184,2,7,9/8/2020
80-89,Female,3,0,163,3,22,9/9/2020
80-89,Female,1,0,147,1,16,9/10/2020
80-89,Female,2,0,140,2,8,9/11/2020
80-89,Female,3,0,125,3,16,9/12/2020
80-89,Female,1,0,123,1,4,9/13/2020
80-89,Female,5,0,124,5,4,9/14/2020
80-89,Female,1,0,118,1,3,9/15/2020
80-89,Female,2,0,117,2,4,9/16/2020
80-89,Female,3,0,113,3,6,9/17/2020
80-89,Female,,0,100,,11,9/18/2020
80-89,Female,,0,89,,11,9/19/2020
80-89,Female,,0,89,,,9/20/2020
80-89,Female,1,0,80,1,9,9/21/2020
80-89,Female,,0,66,,13,9/22/2020
80-89,Female,2,0,63,2,4,9/23/2020
80-89,Female,,0,55,,6,9/24/2020
80-89,Female,,0,50,,4,9/25/2020
80-89,Female,,0,42,,7,9/26/2020
80-89,Female,,0,41,,1,9/27/2020
80-89,Female,,0,34,,6,9/28/2020
80-89,Female,,0,33,,1,9/29/2020
80-89,Female,,0,28,,3,9/30/2020
80-89,Female,,0,23,,5,10/1/2020
80-89,Female,1,0,21,1,1,10/2/2020
80-89,Female,1,0,22,1,,10/3/2020
80-89,Female,,0,21,,1,10/4/2020
80-89,Female,,0,18,,3,10/5/2020
80-89,Female,,0,18,,,10/6/2020
80-89,Female,,0,16,,2,10/7/2020
80-89,Female,1,0,17,1,,10/8/2020
80-89,Female,,0,17,,,10/9/2020
80-89,Female,,0,14,,3,10/10/2020
80-89,Female,,0,14,,,10/11/2020
80-89,Female,,0,14,,,10/12/2020
80-89,Female,,0,13,,1,10/13/2020
80-89,Female,,0,12,,1,10/14/2020
80-89,Female,,0,10,,2,10/15/2020
80-89,Female,,0,10,,,10/16/2020
80-89,Female,,0,10,,,10/17/2020
80-89,Female,,0,10,,,10/18/2020
80-89,Female,,0,9,,1,10/19/2020
80-89,Female,,0,8,,1,10/20/2020
80-89,Female,,0,8,,,10/21/2020
80-89,Female,,0,8,,,10/22/2020
80-89,Female,,0,8,,,10/23/2020
80-89,Female,,0,8,,,10/24/2020
80-89,Female,,0,8,,,10/25/2020
80-89,Female,,0,8,,,10/26/2020
80-89,Female,,0,8,,,10/27/2020
80-89,Female,,0,8,,,10/28/2020
80-89,Female,,0,8,,,10/29/2020
80-89,Female,,0,8,,,10/30/2020
80-89,Female,,0,8,,,10/31/2020
80-89,Female,,0,8,,,11/1/2020
80-89,Female,,0,8,,,11/2/2020
80-89,Female,,0,8,,,11/3/2020
80-89,Female,,0,8,,,11/4/2020
80-89,Female,,0,8,,,11/5/2020
80-89,Female,,0,8,,,11/6/2020
80-89,Female,,0,8,,,11/7/2020
80-89,Female,,0,7,,,11/8/2020
80-89,Female,,0,7,,,11/9/2020
80-89,Female,,0,7,,,11/10/2020
80-89,Female,,0,7,,,11/11/2020
80-89,Female,,0,7,,,11/12/2020
80-89,Female,,0,7,,,11/13/2020
80-89,Female,,0,7,,,11/14/2020
80-89,Female,,0,7,,,11/15/2020
80-89,Female,,0,7,,,11/16/2020
80-89,Female,,0,7,,,11/17/2020
80-89,Female,,0,7,,,11/18/2020
80-89,Female,,0,6,,1,11/19/2020
80-89,Female,,0,6,,,11/20/2020
80-89,Female,,0,6,,,11/21/2020
80-89,Female,,0,6,,,11/22/2020
80-89,Female,,0,6,,,11/23/2020
80-89,Female,,0,6,,,11/24/2020
80-89,Female,,0,6,,,11/25/2020
80-89,Female,,0,6,,,11/26/2020
80-89,Female,,0,6,,,11/27/2020
80-89,Female,,0,6,,,11/28/2020
80-89,Female,,0,6,,,11/29/2020
80-89,Female,,0,6,,,11/30/2020
80-89,Female,,0,6,,,12/1/2020
80-89,Female,,0,6,,,12/2/2020
80-89,Female,,0,6,,,12/3/2020
80-89,Female,,0,6,,,12/4/2020
80-89,Female,,0,6,,,12/5/2020
80-89,Female,,0,6,,,12/6/2020
80-89,Female,,0,6,,,12/7/2020
80-89,Female,,0,6,,,12/8/2020
80-89,Female,,0,6,,,12/9/2020
80-89,Female,,0,6,,,12/10/2020
80-89,Female,,0,6,,,12/11/2020
80-89,Female,,0,6,,,12/12/2020
80-89,Female,,0,6,,,12/13/2020
80-89,Female,,0,6,,,12/14/2020
80-89,Female,,0,6,,,12/15/2020
80-89,Female,,0,6,,,12/16/2020
80-89,Female,,0,6,,,12/17/2020
80-89,Female,,0,6,,,12/18/2020
80-89,Female,,0,6,,,12/19/2020
80-89,Female,,0,6,,,12/20/2020
80-89,Female,,0,6,,,12/21/2020
80-89,Female,,0,6,,,12/22/2020
80-89,Female,,0,6,,,12/23/2020
80-89,Female,,0,6,,,12/24/2020
80-89,Female,,0,6,,,12/25/2020
80-89,Female,,0,6,,,12/26/2020
80-89,Female,,0,6,,,12/27/2020
80-89,Female,,0,6,,,12/28/2020
80-89,Female,,0,6,,,12/29/2020
80-89,Female,,0,6,,,12/30/2020
80-89,Female,,0,6,,,12/31/2020
80-89,Female,,0,6,,,1/1/2021
80-89,Female,,0,6,,,1/2/2021
80-89,Female,,0,6,,,1/3/2021
80-89,Female,,0,6,,,1/4/2021
80-89,Female,,0,6,,,1/5/2021
80-89,Female,,0,6,,,1/6/2021
80-89,Female,,0,6,,,1/7/2021
80-89,Female,,0,6,,,1/8/2021
80-89,Female,,0,6,,,1/9/2021
80-89,Female,,0,6,,,1/10/2021
80-89,Female,,0,6,,,1/11/2021
80-89,Female,,0,6,,,1/12/2021
80-89,Female,,0,6,,,1/13/2021
80-89,Female,,0,6,,,1/14/2021
80-89,Female,,0,6,,,1/15/2021
80-89,Female,,0,6,,,1/16/2021
80-89,Female,,0,6,,,1/17/2021
80-89,Female,,0,6,,,1/18/2021
80-89,Female,,0,6,,,1/19/2021
80-89,Female,,0,6,,,1/20/2021
80-89,Female,,0,6,,,1/21/2021
80-89,Female,,0,6,,,1/22/2021
80-89,Female,,0,6,,,1/23/2021
80-89,Female,,0,6,,,1/24/2021
80-89,Female,,0,6,,,1/25/2021
80-89,Female,,0,6,,,1/26/2021
80-89,Female,,0,6,,,1/27/2021
80-89,Female,,0,6,,,1/28/2021
80-89,Female,,0,6,,,1/29/2021
80-89,Female,,0,5,,,1/30/2021
80-89,Female,,0,5,,,1/31/2021
80-89,Female,,0,5,,,2/1/2021
80-89,Female,,0,5,,,2/2/2021
80-89,Female,,0,5,,,2/3/2021
80-89,Female,,0,5,,,2/4/2021
80-89,Female,,0,5,,,2/5/2021
80-89,Female,,0,5,,,2/6/2021
80-89,Female,,0,5,,,2/7/2021
80-89,Female,,0,5,,,2/8/2021
80-89,Female,,0,5,,,2/9/2021
80-89,Female,,0,5,,,2/10/2021
80-89,Female,,0,5,,,2/11/2021
80-89,Female,,0,5,,,2/12/2021
80-89,Female,,0,5,,,2/13/2021
80-89,Female,,0,5,,,2/14/2021
80-89,Female,,0,5,,,2/15/2021
80-89,Female,,0,5,,,2/16/2021
80-89,Female,,0,5,,,2/17/2021
80-89,Female,,0,5,,,2/18/2021
80-89,Female,,0,5,,,2/19/2021
80-89,Female,,0,5,,,2/20/2021
80-89,Female,,0,5,,,2/21/2021
80-89,Female,,0,5,,,2/22/2021
80-89,Female,,0,5,,,2/23/2021
80-89,Female,,0,5,,,2/24/2021
80-89,Female,,0,5,,,2/25/2021
80-89,Female,,0,5,,,2/26/2021
80-89,Female,,0,5,,,2/27/2021
80-89,Female,,0,5,,,2/28/2021
80-89,Female,,0,5,,,3/1/2021
80-89,Female,,0,5,,,3/2/2021
80-89,Female,,0,5,,,3/3/2021
80-89,Female,,0,5,,,3/4/2021
80-89,Female,,0,5,,,3/5/2021
80-89,Female,,0,5,,,3/6/2021
80-89,Female,,0,5,,,3/7/2021
80-89,Female,,0,5,,,3/8/2021
80-89,Female,,0,5,,,3/9/2021
80-89,Female,,0,5,,,3/10/2021
80-89,Female,,0,5,,,3/11/2021
80-89,Female,,0,5,,,3/12/2021
80-89,Female,,0,5,,,3/13/2021
80-89,Female,,0,5,,,3/14/2021
80-89,Female,,0,5,,,3/15/2021
80-89,Female,,0,5,,,3/16/2021
80-89,Female,,0,5,,,3/17/2021
80-89,Female,,0,5,,,3/18/2021
80-89,Female,,0,5,,,3/19/2021
80-89,Female,,0,5,,,3/20/2021
80-89,Female,,0,5,,,3/21/2021
80-89,Female,,0,5,,,3/22/2021
80-89,Female,,0,5,,,3/23/2021
80-89,Female,,0,5,,,3/24/2021
80-89,Female,,0,5,,,3/25/2021
80-89,Female,,0,5,,,3/26/2021
80-89,Female,,0,5,,,3/27/2021
80-89,Female,,0,5,,,3/28/2021
80-89,Female,,0,5,,,3/29/2021
80-89,Female,,0,5,,,3/30/2021
80-89,Female,,0,5,,,3/31/2021
80-89,Female,,0,5,,,4/1/2021
80-89,Female,,0,5,,,4/2/2021
80-89,Female,,0,5,,,4/3/2021
80-89,Female,,0,5,,,4/4/2021
80-89,Female,,0,5,,,4/5/2021
80-89,Female,,0,5,,,4/6/2021
80-89,Female,,0,5,,,4/7/2021
80-89,Female,,0,5,,,4/8/2021
80-89,Female,,0,5,,,4/9/2021
80-89,Female,,0,5,,,4/10/2021
80-89,Female,,0,5,,,4/11/2021
80-89,Female,,0,5,,,4/12/2021
80-89,Female,,0,5,,,4/13/2021
80-89,Female,,0,5,,,4/14/2021
80-89,Female,,0,5,,,4/15/2021
80-89,Female,,0,5,,,4/16/2021
80-89,Female,,0,5,,,4/17/2021
80-89,Female,,0,5,,,4/18/2021
80-89,Female,,0,5,,,4/19/2021
80-89,Female,,0,5,,,4/20/2021
80-89,Female,,0,5,,,4/21/2021
80-89,Female,,0,5,,,4/22/2021
80-89,Female,,0,5,,,4/23/2021
80-89,Female,,0,5,,,4/24/2021
80-89,Female,,0,5,,,4/25/2021
80-89,Female,,0,5,,,4/26/2021
80-89,Female,,0,5,,,4/27/2021
80-89,Female,,0,5,,,4/28/2021
80-89,Female,,0,5,,,4/29/2021
80-89,Female,,0,5,,,4/30/2021
80-89,Female,,0,5,,,5/1/2021
80-89,Female,,0,5,,,5/2/2021
80-89,Female,,0,5,,,5/3/2021
80-89,Female,,0,5,,,5/4/2021
80-89,Female,,0,5,,,5/5/2021
80-89,Female,,0,5,,,5/6/2021
80-89,Female,,0,5,,,5/7/2021
80-89,Female,,0,5,,,5/8/2021
80-89,Female,,0,5,,,5/9/2021
80-89,Female,,0,5,,,5/10/2021
80-89,Female,,0,5,,,5/11/2021
80-89,Female,,0,5,,,5/12/2021
80-89,Female,,0,5,,,5/13/2021
80-89,Female,,0,5,,,5/14/2021
80-89,Female,,0,5,,,5/15/2021
80-89,Female,,0,5,,,5/16/2021
80-89,Female,,0,5,,,5/17/2021
80-89,Female,,0,5,,,5/18/2021
80-89,Female,,0,5,,,5/19/2021
80-89,Female,,0,5,,,5/20/2021
80-89,Female,,0,5,,,5/21/2021
80-89,Female,,0,5,,,5/22/2021
80-89,Female,,0,5,,,5/23/2021
80-89,Female,,0,5,,,5/24/2021
80-89,Female,,0,5,,,5/25/2021
80-89,Female,,0,5,,,5/26/2021
80-89,Female,,0,5,,,5/27/2021
80-89,Female,,0,5,,,5/28/2021
80-89,Female,,0,5,,,5/29/2021
80-89,Female,,0,5,,,5/30/2021
80-89,Female,,0,5,,,5/31/2021
80-89,Female,,0,5,,,6/1/2021
80-89,Female,,0,5,,,6/2/2021
80-89,Female,,0,5,,,6/3/2021
80-89,Female,,0,5,,,6/4/2021
80-89,Female,,0,5,,,6/5/2021
80-89,Female,,0,5,,,6/6/2021
80-89,Female,,0,5,,,6/7/2021
80-89,Female,,0,5,,,6/8/2021
80-89,Female,,0,5,,,6/9/2021
80-89,Female,,0,5,,,6/10/2021
80-89,Female,,0,5,,,6/11/2021
80-89,Female,,0,5,,,6/12/2021
80-89,Female,,0,5,,,6/13/2021
80-89,Female,,0,5,,,6/14/2021
80-89,Female,,0,5,,,6/15/2021
80-89,Female,,0,5,,,6/16/2021
80-89,Female,,0,5,,,6/17/2021
80-89,Female,,0,5,,,6/18/2021
80-89,Female,,0,5,,,6/19/2021
80-89,Female,,0,5,,,6/20/2021
80-89,Female,,0,5,,,6/21/2021
80-89,Female,,0,5,,,6/22/2021
80-89,Female,,0,5,,,6/23/2021
80-89,Female,,0,5,,,6/24/2021
80-89,Female,,0,5,,,6/25/2021
80-89,Female,,0,5,,,6/26/2021
80-89,Female,,0,5,,,6/27/2021
80-89,Female,,0,5,,,6/28/2021
80-89,Female,,0,5,,,6/29/2021
80-89,Female,,0,5,,,6/30/2021
80-89,Female,,0,5,,,7/1/2021
80-89,Female,,0,5,,,7/2/2021
80-89,Female,,0,5,,,7/3/2021
80-89,Female,,0,5,,,7/4/2021
80-89,Female,,0,5,,,7/5/2021
80-89,Female,,0,5,,,7/6/2021
80-89,Female,,0,5,,,7/7/2021
80-89,Female,,0,5,,,7/8/2021
80-89,Female,,0,5,,,7/9/2021
80-89,Female,,0,5,,,7/10/2021
80-89,Female,,0,5,,,7/11/2021
80-89,Female,,0,5,,,7/12/2021
80-89,Female,,0,5,,,7/13/2021
80-89,Female,1,0,6,1,,7/14/2021
80-89,Female,,0,6,,,7/15/2021
80-89,Female,,0,6,,,7/16/2021
80-89,Female,,0,6,,,7/17/2021
80-89,Female,,0,6,,,7/18/2021
80-89,Female,,0,6,,,7/19/2021
80-89,Female,,0,6,,,7/20/2021
80-89,Female,,0,6,,,7/21/2021
80-89,Female,,0,6,,,7/22/2021
80-89,Female,,0,6,,,7/23/2021
80-89,Female,,0,6,,,7/24/2021
80-89,Female,,0,6,,,7/25/2021
80-89,Female,,0,6,,,7/26/2021
80-89,Female,,0,6,,,7/27/2021
80-89,Female,,0,6,,,7/28/2021
80-89,Female,,0,6,,,7/29/2021
80-89,Female,,0,6,,,7/30/2021
80-89,Female,,0,6,,,7/31/2021
80-89,Female,,0,6,,,8/1/2021
80-89,Female,,0,5,,1,8/2/2021
80-89,Female,,0,5,,,8/3/2021
80-89,Female,,0,5,,,8/4/2021
80-89,Female,,0,5,,,8/5/2021
80-89,Female,,0,5,,,8/6/2021
80-89,Female,,0,5,,,8/7/2021
80-89,Female,,0,5,,,8/8/2021
80-89,Female,,0,5,,,8/9/2021
80-89,Female,,0,5,,,8/10/2021
80-89,Female,,0,5,,,8/11/2021
80-89,Female,,0,5,,,8/12/2021
80-89,Female,,0,5,,,8/13/2021
80-89,Female,,0,5,,,8/14/2021
80-89,Female,,0,5,,,8/15/2021
80-89,Female,,0,5,,,8/16/2021
80-89,Female,,0,5,,,8/17/2021
80-89,Female,,0,5,,,8/18/2021
80-89,Female,,0,5,,,8/19/2021
80-89,Female,,0,5,,,8/20/2021
80-89,Female,,0,5,,,8/21/2021
80-89,Female,1,0,6,1,,8/22/2021
80-89,Female,1,0,7,1,,8/23/2021
80-89,Female,,0,7,,,8/24/2021
80-89,Female,,0,7,,,8/25/2021
80-89,Female,,0,7,,,8/26/2021
80-89,Female,,0,7,,,8/27/2021
80-89,Female,,0,7,,,8/28/2021
80-89,Female,,0,7,,,8/29/2021
80-89,Female,1,0,8,1,,8/30/2021
80-89,Female,,0,8,,,8/31/2021
80-89,Female,,0,8,,,9/1/2021
80-89,Female,,0,8,,,9/2/2021
80-89,Female,,0,7,,1,9/3/2021
80-89,Female,1,0,8,1,,9/4/2021
80-89,Female,2,0,11,2,,9/5/2021
80-89,Female,,0,10,,,9/6/2021
80-89,Female,,0,10,,,9/7/2021
80-89,Female,,0,10,,,9/8/2021
80-89,Female,1,0,11,1,,9/9/2021
80-89,Female,1,0,11,1,,9/10/2021
80-89,Female,1,0,11,1,,9/11/2021
80-89,Female,,0,11,,,9/12/2021
80-89,Female,2,0,13,2,1,9/13/2021
80-89,Female,,0,13,,,9/14/2021
80-89,Female,4,0,17,4,,9/15/2021
80-89,Female,,0,16,,,9/16/2021
