agegroup,Sex,Cases,Active_Cases,Cases_Female,Daily_Recovered,Date,Cases_Male
10-19,Male,76,1108,0,2,12/5/2021,76
10-19,Male,117,842,0,383,12/6/2021,117
10-19,Male,118,897,0,63,12/7/2021,118
10-19,Male,121,930,0,88,12/8/2021,121
10-19,Male,97,914,0,112,12/9/2021,97
10-19,Male,84,913,0,85,12/10/2021,84
10-19,Male,91,908,0,96,12/11/2021,91
10-19,Male,105,905,0,108,12/12/2021,105
10-19,Male,125,941,0,89,12/13/2021,125
10-19,Male,117,982,0,76,12/14/2021,117
10-19,Male,102,998,0,86,12/15/2021,102
10-19,Male,90,974,0,114,12/16/2021,90
10-19,Male,99,961,0,111,12/17/2021,99
10-19,Male,86,948,0,99,12/18/2021,86
10-19,Male,94,963,0,79,12/19/2021,94
10-19,Male,80,965,0,78,12/20/2021,80
10-19,Male,108,982,0,91,12/21/2021,108
10-19,Male,99,967,0,114,12/22/2021,99
10-19,Male,115,953,0,129,12/23/2021,115
10-19,Male,97,939,0,111,12/24/2021,97
10-19,Male,85,921,0,103,12/25/2021,85
10-19,Male,108,928,0,101,12/26/2021,108
10-19,Male,121,954,0,95,12/27/2021,121
10-19,Male,210,1059,0,105,12/28/2021,210
10-19,Male,234,1212,0,81,12/29/2021,234
10-19,Male,275,1389,0,98,12/30/2021,275
10-19,Male,349,1140,0,599,12/31/2021,349
10-19,Male,336,1476,0,,1/1/2022,336
10-19,Male,384,1775,0,85,1/2/2022,384
10-19,Male,686,2264,0,197,1/3/2022,686
10-19,Male,888,2437,0,714,1/4/2022,888
10-19,Male,1187,3030,0,594,1/5/2022,1187
10-19,Male,1176,3511,0,694,1/6/2022,1176
10-19,Male,2799,5805,0,505,1/7/2022,2799
10-19,Male,2572,8014,0,363,1/8/2022,2572
10-19,Male,1982,8775,0,1221,1/9/2022,1982
10-19,Male,2035,9335,0,1477,1/10/2022,2035
10-19,Male,2007,11318,0,26,1/11/2022,2007
10-19,Male,1838,11639,0,2085,1/12/2022,1838
10-19,Male,1717,12086,0,925,1/13/2022,1717
10-19,Male,1346,10795,0,2528,1/14/2022,1346
10-19,Male,1560,11495,0,874,1/15/2022,1560
10-19,Male,1252,11976,0,728,1/16/2022,1252
10-19,Male,1149,12345,0,750,1/17/2022,1149
10-19,Male,1105,12651,0,754,1/18/2022,1105
10-19,Male,1093,13694,0,41,1/19/2022,1093
10-19,Male,988,14054,0,628,1/20/2022,988
10-19,Male,888,12050,0,2891,1/21/2022,888
10-19,Male,785,10620,0,2210,1/22/2022,785
10-19,Male,722,10366,0,976,1/23/2022,722
10-19,Male,884,10307,0,943,1/24/2022,884
10-19,Male,767,7857,0,3217,1/25/2022,767
10-19,Male,802,6770,0,1889,1/26/2022,802
10-19,Male,781,5792,0,1759,1/27/2022,781
10-19,Male,831,4746,0,1877,1/28/2022,831
10-19,Male,728,4719,0,755,1/29/2022,728
10-19,Male,731,4703,0,747,1/30/2022,731
10-19,Male,881,4692,0,892,1/31/2022,881
10-19,Male,1221,5129,0,784,2/1/2022,1221
10-19,Male,989,5099,0,1018,2/2/2022,989
10-19,Male,1016,5290,0,825,2/3/2022,1016
10-19,Male,646,5271,0,665,2/4/2022,646
10-19,Male,564,5161,0,674,2/5/2022,564
10-19,Male,770,5209,0,722,2/6/2022,770
10-19,Male,964,5239,0,932,2/7/2022,964
10-19,Male,935,5164,0,1010,2/8/2022,935
10-19,Male,834,5074,0,924,2/9/2022,834
10-19,Male,743,5043,0,774,2/10/2022,743
10-19,Male,718,5111,0,650,2/11/2022,718
10-19,Male,669,5107,0,673,2/12/2022,669
10-19,Male,810,5127,0,790,2/13/2022,810
10-19,Male,1012,5161,0,978,2/14/2022,1012
10-19,Male,935,5198,0,897,2/15/2022,935
10-19,Male,911,5291,0,818,2/16/2022,911
10-19,Male,682,5254,0,719,2/17/2022,682
10-19,Male,642,5157,0,739,2/18/2022,642
10-19,Male,500,4996,0,661,2/19/2022,500
10-19,Male,676,4824,0,848,2/20/2022,676
10-19,Male,832,5058,0,598,2/21/2022,832
10-19,Male,771,4444,0,1385,2/22/2022,771
10-19,Male,721,4360,0,805,2/23/2022,721
10-19,Male,685,4355,0,690,2/24/2022,685
10-19,Male,677,4417,0,615,2/25/2022,677
10-19,Male,592,4474,0,535,2/26/2022,592
10-19,Male,801,4570,0,705,2/27/2022,801
10-19,Male,1061,4807,0,824,2/28/2022,1061
10-19,Male,919,4970,0,756,3/1/2022,919
10-19,Male,846,5104,0,712,3/2/2022,846
10-19,Male,795,5254,0,645,3/3/2022,795
10-19,Male,708,5286,0,676,3/4/2022,708
10-19,Male,708,5313,0,681,3/5/2022,708
10-19,Male,857,5276,0,894,3/6/2022,857
10-19,Male,1069,5996,0,349,3/7/2022,1069
10-19,Male,938,5379,0,1555,3/8/2022,938
10-19,Male,846,5375,0,850,3/9/2022,846
10-19,Male,783,6156,0,2,3/10/2022,783
10-19,Male,750,5373,0,1533,3/11/2022,750
10-19,Male,668,5298,0,743,3/12/2022,668
10-19,Male,698,5113,0,883,3/13/2022,698
10-19,Male,1107,5169,0,1051,3/14/2022,1107
10-19,Male,1200,5437,0,932,3/15/2022,1200
10-19,Male,984,5635,0,786,3/16/2022,984
10-19,Male,758,5663,0,729,3/17/2022,758
10-19,Male,667,5537,0,793,3/18/2022,667
10-19,Male,640,5389,0,788,3/19/2022,640
10-19,Male,797,5415,0,771,3/20/2022,797
10-19,Male,998,5246,0,1167,3/21/2022,998
10-19,Male,1015,5121,0,1140,3/22/2022,1015
10-19,Male,813,5030,0,904,3/23/2022,813
10-19,Male,730,5105,0,655,3/24/2022,730
10-19,Male,711,5160,0,656,3/25/2022,711
10-19,Male,657,5102,0,715,3/26/2022,657
10-19,Male,951,5258,0,795,3/27/2022,951
10-19,Male,1180,5351,0,1087,3/28/2022,1180
10-19,Male,987,5428,0,910,3/29/2022,987
10-19,Male,826,5479,0,775,3/30/2022,826
10-19,Male,763,5485,0,757,3/31/2022,763
10-19,Male,707,5443,0,749,4/1/2022,707
10-19,Male,646,5383,0,706,4/2/2022,646
10-19,Male,820,5163,0,1040,4/3/2022,820
10-19,Male,1015,4984,0,1194,4/4/2022,1015
10-19,Male,894,5022,0,856,4/5/2022,894
10-19,Male,782,4977,0,827,4/6/2022,782
10-19,Male,701,4905,0,773,4/7/2022,701
10-19,Male,649,4845,0,709,4/8/2022,649
10-19,Male,549,4713,0,681,4/9/2022,549
10-19,Male,569,4392,0,890,4/10/2022,569
10-19,Male,641,4076,0,957,4/11/2022,641
