agegroup,Cases_Male,Active_Cases,Cases,Daily_Recovered,Date,Sex,Cases_Female
0-9,8,39,8,1,8/18/2021,Male,0
0-9,11,47,11,3,8/19/2021,Male,0
0-9,6,51,6,2,8/20/2021,Male,0
0-9,5,53,5,3,8/21/2021,Male,0
0-9,7,58,7,2,8/22/2021,Male,0
0-9,4,62,4,,8/23/2021,Male,0
0-9,6,65,6,3,8/24/2021,Male,0
0-9,8,70,8,3,8/25/2021,Male,0
0-9,3,73,3,,8/26/2021,Male,0
0-9,11,83,11,1,8/27/2021,Male,0
0-9,10,91,10,2,8/28/2021,Male,0
0-9,6,91,6,6,8/29/2021,Male,0
0-9,11,100,11,2,8/30/2021,Male,0
0-9,8,101,8,7,8/31/2021,Male,0
0-9,7,99,7,9,9/1/2021,Male,0
0-9,8,98,8,9,9/2/2021,Male,0
0-9,15,104,15,9,9/3/2021,Male,0
0-9,11,111,11,4,9/4/2021,Male,0
0-9,24,128,24,7,9/5/2021,Male,0
0-9,17,139,17,6,9/6/2021,Male,0
0-9,15,144,15,10,9/7/2021,Male,0
0-9,24,161,24,7,9/8/2021,Male,0
0-9,23,177,23,7,9/9/2021,Male,0
0-9,39,207,39,9,9/10/2021,Male,0
0-9,26,223,26,10,9/11/2021,Male,0
0-9,42,257,42,8,9/12/2021,Male,0
0-9,33,282,33,8,9/13/2021,Male,0
0-9,26,298,26,10,9/14/2021,Male,0
0-9,41,336,41,3,9/15/2021,Male,0
0-9,41,364,41,13,9/16/2021,Male,0
0-9,33,380,33,17,9/17/2021,Male,0
0-9,46,408,46,18,9/18/2021,Male,0
0-9,31,430,31,10,9/19/2021,Male,0
0-9,41,443,41,28,9/20/2021,Male,0
0-9,34,450,34,27,9/21/2021,Male,0
0-9,49,484,49,15,9/22/2021,Male,0
0-9,43,505,43,22,9/23/2021,Male,0
0-9,56,524,56,37,9/24/2021,Male,0
0-9,51,542,51,33,9/25/2021,Male,0
0-9,53,580,53,15,9/26/2021,Male,0
0-9,52,614,52,18,9/27/2021,Male,0
0-9,56,654,56,16,9/28/2021,Male,0
0-9,82,710,82,26,9/29/2021,Male,0
0-9,53,679,53,84,9/30/2021,Male,0
0-9,73,686,73,66,10/1/2021,Male,0
0-9,67,701,67,54,10/2/2021,Male,0
0-9,58,726,58,33,10/3/2021,Male,0
0-9,91,815,91,2,10/4/2021,Male,0
0-9,78,794,78,99,10/5/2021,Male,0
0-9,79,825,79,48,10/6/2021,Male,0
0-9,116,936,116,5,10/7/2021,Male,0
0-9,135,966,135,104,10/8/2021,Male,0
0-9,91,1006,91,51,10/9/2021,Male,0
0-9,87,1042,87,51,10/10/2021,Male,0
0-9,113,1110,113,45,10/11/2021,Male,0
0-9,108,1136,108,82,10/12/2021,Male,0
0-9,117,1189,117,64,10/13/2021,Male,0
0-9,156,1290,156,56,10/14/2021,Male,0
0-9,127,1340,127,78,10/15/2021,Male,0
0-9,93,1430,93,3,10/16/2021,Male,0
0-9,147,1430,147,147,10/17/2021,Male,0
0-9,108,1456,108,83,10/18/2021,Male,0
0-9,129,1499,129,86,10/19/2021,Male,0
0-9,176,1540,176,135,10/20/2021,Male,0
0-9,155,1594,155,101,10/21/2021,Male,0
0-9,142,1637,142,99,10/22/2021,Male,0
0-9,161,1794,161,4,10/23/2021,Male,0
0-9,89,1780,89,103,10/24/2021,Male,0
0-9,142,1820,142,103,10/25/2021,Male,0
0-9,138,1821,138,136,10/26/2021,Male,0
0-9,167,1730,167,257,10/27/2021,Male,0
0-9,144,1870,144,4,10/28/2021,Male,0
0-9,113,1746,113,237,10/29/2021,Male,0
0-9,98,1840,98,4,10/30/2021,Male,0
0-9,160,1893,160,107,10/31/2021,Male,0
0-9,137,1762,137,268,11/1/2021,Male,0
0-9,97,1713,97,146,11/2/2021,Male,0
0-9,160,1734,160,139,11/3/2021,Male,0
0-9,163,1894,163,3,11/4/2021,Male,0
0-9,129,1743,129,280,11/5/2021,Male,0
0-9,143,1772,143,114,11/6/2021,Male,0
0-9,122,1771,122,123,11/7/2021,Male,0
0-9,102,1731,102,142,11/8/2021,Male,0
0-9,102,1708,102,125,11/9/2021,Male,0
0-9,150,1790,150,68,11/10/2021,Male,0
0-9,119,1844,119,65,11/11/2021,Male,0
0-9,152,1928,152,67,11/12/2021,Male,0
0-9,95,1973,95,52,11/13/2021,Male,0
0-9,95,1984,95,84,11/14/2021,Male,0
0-9,93,1626,93,451,11/15/2021,Male,0
0-9,119,1641,119,104,11/16/2021,Male,0
0-9,132,1608,132,165,11/17/2021,Male,0
0-9,146,1595,146,159,11/18/2021,Male,0
0-9,150,1131,150,617,11/19/2021,Male,0
0-9,188,1193,188,125,11/20/2021,Male,0
0-9,130,1175,130,148,11/21/2021,Male,0
0-9,95,1173,95,97,11/22/2021,Male,0
0-9,166,1249,166,90,11/23/2021,Male,0
0-9,115,1262,115,101,11/24/2021,Male,0
0-9,126,1261,126,127,11/25/2021,Male,0
0-9,127,1244,127,144,11/26/2021,Male,0
0-9,102,1216,102,130,11/27/2021,Male,0
0-9,96,1176,96,136,11/28/2021,Male,0
0-9,85,1085,85,176,11/29/2021,Male,0
0-9,133,1093,133,125,11/30/2021,Male,0
0-9,142,1112,142,123,12/1/2021,Male,0
0-9,100,1056,100,156,12/2/2021,Male,0
0-9,105,1154,105,7,12/3/2021,Male,0
0-9,75,1220,75,9,12/4/2021,Male,0
0-9,96,1309,96,7,12/5/2021,Male,0
0-9,102,955,102,456,12/6/2021,Male,0
0-9,156,1026,156,85,12/7/2021,Male,0
0-9,108,1036,108,97,12/8/2021,Male,0
0-9,94,995,94,135,12/9/2021,Male,0
0-9,94,950,94,138,12/10/2021,Male,0
0-9,98,952,98,96,12/11/2021,Male,0
0-9,120,971,120,100,12/12/2021,Male,0
0-9,120,1000,120,90,12/13/2021,Male,0
0-9,162,1076,162,85,12/14/2021,Male,0
0-9,161,1152,161,85,12/15/2021,Male,0
0-9,112,1132,112,132,12/16/2021,Male,0
0-9,137,1164,137,105,12/17/2021,Male,0
0-9,120,1182,120,102,12/18/2021,Male,0
0-9,131,1224,131,89,12/19/2021,Male,0
0-9,122,1262,122,84,12/20/2021,Male,0
0-9,125,1272,125,115,12/21/2021,Male,0
0-9,129,1294,129,107,12/22/2021,Male,0
0-9,112,1219,112,186,12/23/2021,Male,0
0-9,118,1194,118,143,12/24/2021,Male,0
0-9,87,1157,87,124,12/25/2021,Male,0
0-9,108,1119,108,146,12/26/2021,Male,0
0-9,118,1105,118,132,12/27/2021,Male,0
0-9,151,1107,151,149,12/28/2021,Male,0
0-9,183,1162,183,128,12/29/2021,Male,0
0-9,161,1191,161,132,12/30/2021,Male,0
0-9,184,784,184,591,12/31/2021,Male,0
0-9,201,985,201,,1/1/2022,Male,0
0-9,240,1150,240,75,1/2/2022,Male,0
0-9,329,1337,329,142,1/3/2022,Male,0
0-9,419,1347,419,409,1/4/2022,Male,0
0-9,385,1418,385,314,1/5/2022,Male,0
0-9,366,1519,366,265,1/6/2022,Male,0
0-9,1095,2336,1095,278,1/7/2022,Male,0
0-9,1116,3254,1116,202,1/8/2022,Male,0
0-9,948,3781,948,421,1/9/2022,Male,0
0-9,1188,4529,1188,440,1/10/2022,Male,0
0-9,1285,5809,1285,5,1/11/2022,Male,0
0-9,1321,6572,1321,1112,1/12/2022,Male,0
0-9,1340,7114,1340,447,1/13/2022,Male,0
0-9,1136,6958,1136,1208,1/14/2022,Male,0
0-9,1527,7941,1527,542,1/15/2022,Male,0
0-9,1334,8632,1334,622,1/16/2022,Male,0
0-9,1210,9180,1210,621,1/17/2022,Male,0
0-9,1224,9635,1224,726,1/18/2022,Male,0
0-9,1239,10810,1239,51,1/19/2022,Male,0
0-9,1133,11269,1133,674,1/20/2022,Male,0
0-9,1197,10792,1197,1674,1/21/2022,Male,0
0-9,1005,9693,1005,2102,1/22/2022,Male,0
0-9,913,9536,913,1070,1/23/2022,Male,0
0-9,1150,9674,1150,1012,1/24/2022,Male,0
0-9,967,8479,967,2162,1/25/2022,Male,0
0-9,1028,7878,1028,1629,1/26/2022,Male,0
0-9,925,7106,925,1697,1/27/2022,Male,0
0-9,962,6036,962,2032,1/28/2022,Male,0
0-9,846,5954,846,928,1/29/2022,Male,0
0-9,801,5786,801,969,1/30/2022,Male,0
0-9,938,5568,938,1156,1/31/2022,Male,0
0-9,965,5545,965,987,2/1/2022,Male,0
0-9,852,5439,852,958,2/2/2022,Male,0
0-9,976,5430,976,985,2/3/2022,Male,0
0-9,752,5359,752,823,2/4/2022,Male,0
0-9,700,5337,700,722,2/5/2022,Male,0
0-9,903,5432,903,808,2/6/2022,Male,0
0-9,1079,5543,1079,968,2/7/2022,Male,0
0-9,978,5592,978,929,2/8/2022,Male,0
0-9,859,5625,859,826,2/9/2022,Male,0
0-9,773,5608,773,790,2/10/2022,Male,0
0-9,727,5577,727,758,2/11/2022,Male,0
0-9,754,5542,754,789,2/12/2022,Male,0
0-9,800,5455,800,887,2/13/2022,Male,0
0-9,932,5242,932,1145,2/14/2022,Male,0
0-9,865,5177,865,930,2/15/2022,Male,0
0-9,854,5196,854,835,2/16/2022,Male,0
0-9,611,5064,611,743,2/17/2022,Male,0
0-9,623,4910,623,777,2/18/2022,Male,0
0-9,523,4754,523,679,2/19/2022,Male,0
0-9,579,4549,579,784,2/20/2022,Male,0
0-9,692,4680,692,561,2/21/2022,Male,0
0-9,666,4014,666,1332,2/22/2022,Male,0
0-9,568,3864,568,718,2/23/2022,Male,0
0-9,538,3757,538,645,2/24/2022,Male,0
0-9,525,3675,525,607,2/25/2022,Male,0
0-9,395,3554,395,516,2/26/2022,Male,0
0-9,483,3459,483,578,2/27/2022,Male,0
0-9,569,3318,569,710,2/28/2022,Male,0
0-9,517,3238,517,597,3/1/2022,Male,0
0-9,416,3100,416,554,3/2/2022,Male,0
0-9,421,2964,421,557,3/3/2022,Male,0
0-9,372,2829,372,507,3/4/2022,Male,0
0-9,329,2752,329,406,3/5/2022,Male,0
0-9,381,2632,381,501,3/6/2022,Male,0
0-9,536,2994,536,174,3/7/2022,Male,0
0-9,425,2575,425,844,3/8/2022,Male,0
0-9,425,2600,425,400,3/9/2022,Male,0
0-9,437,3034,437,3,3/10/2022,Male,0
0-9,398,2663,398,769,3/11/2022,Male,0
0-9,362,2660,362,365,3/12/2022,Male,0
0-9,366,2632,366,394,3/13/2022,Male,0
0-9,528,2659,528,501,3/14/2022,Male,0
0-9,620,2852,620,427,3/15/2022,Male,0
0-9,572,3012,572,412,3/16/2022,Male,0
0-9,460,3041,460,431,3/17/2022,Male,0
0-9,442,3081,442,402,3/18/2022,Male,0
0-9,392,3053,392,420,3/19/2022,Male,0
0-9,482,3111,482,424,3/20/2022,Male,0
0-9,600,3157,600,554,3/21/2022,Male,0
0-9,547,3073,547,631,3/22/2022,Male,0
0-9,523,3084,523,512,3/23/2022,Male,0
0-9,508,3136,508,456,3/24/2022,Male,0
0-9,481,3205,481,412,3/25/2022,Male,0
0-9,478,3269,478,414,3/26/2022,Male,0
0-9,550,3337,550,482,3/27/2022,Male,0
0-9,720,3413,720,644,3/28/2022,Male,0
0-9,702,3583,702,532,3/29/2022,Male,0
0-9,627,3688,627,522,3/30/2022,Male,0
0-9,583,3779,583,492,3/31/2022,Male,0
0-9,526,3746,526,559,4/1/2022,Male,0
0-9,507,3759,507,494,4/2/2022,Male,0
0-9,610,3790,610,579,4/3/2022,Male,0
0-9,739,3764,739,765,4/4/2022,Male,0
0-9,669,3774,669,659,4/5/2022,Male,0
0-9,624,3760,624,638,4/6/2022,Male,0
0-9,596,3789,596,567,4/7/2022,Male,0
0-9,545,3770,545,564,4/8/2022,Male,0
0-9,465,3682,465,553,4/9/2022,Male,0
0-9,488,3567,488,603,4/10/2022,Male,0
0-9,505,3327,505,745,4/11/2022,Male,0
