agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Daily_Recovered,Date
20-29,Female,316,0,3045,316,369,2/19/2022
20-29,Female,297,0,2919,297,423,2/20/2022
20-29,Female,431,0,3073,431,278,2/21/2022
20-29,Female,476,0,2616,476,933,2/22/2022
20-29,Female,502,0,2549,502,569,2/23/2022
20-29,Female,477,0,2560,477,466,2/24/2022
20-29,Female,402,0,2572,402,390,2/25/2022
20-29,Female,362,0,2642,362,292,2/26/2022
20-29,Female,404,0,2711,404,334,2/27/2022
20-29,Female,482,0,2757,482,436,2/28/2022
20-29,Female,636,0,2870,636,523,3/1/2022
20-29,Female,705,0,3096,705,479,3/2/2022
20-29,Female,613,0,3256,613,453,3/3/2022
20-29,Female,437,0,3313,437,379,3/4/2022
20-29,Female,370,0,3328,370,355,3/5/2022
20-29,Female,350,0,3248,350,429,3/6/2022
20-29,Female,502,0,3557,502,193,3/7/2022
20-29,Female,585,0,3085,585,1057,3/8/2022
20-29,Female,685,0,3068,685,702,3/9/2022
20-29,Female,542,0,3602,542,8,3/10/2022
20-29,Female,396,0,3069,396,929,3/11/2022
20-29,Female,344,0,3077,344,336,3/12/2022
20-29,Female,339,0,3037,339,379,3/13/2022
20-29,Female,429,0,2904,429,562,3/14/2022
20-29,Female,750,0,3005,750,649,3/15/2022
20-29,Female,830,0,3194,830,641,3/16/2022
20-29,Female,927,0,3646,927,475,3/17/2022
20-29,Female,751,0,4039,751,358,3/18/2022
20-29,Female,528,0,4210,528,357,3/19/2022
20-29,Female,605,0,4481,605,334,3/20/2022
20-29,Female,788,0,4720,788,549,3/21/2022
20-29,Female,994,0,4826,994,888,3/22/2022
20-29,Female,1004,0,4891,1004,939,3/23/2022
20-29,Female,832,0,4859,832,864,3/24/2022
20-29,Female,695,0,4883,695,671,3/25/2022
20-29,Female,520,0,4882,520,521,3/26/2022
20-29,Female,664,0,4946,664,600,3/27/2022
20-29,Female,846,0,4912,846,880,3/28/2022
20-29,Female,990,0,4841,990,1061,3/29/2022
20-29,Female,997,0,4869,997,969,3/30/2022
20-29,Female,877,0,4963,877,783,3/31/2022
20-29,Female,701,0,5030,701,634,4/1/2022
20-29,Female,563,0,5028,563,565,4/2/2022
20-29,Female,601,0,4948,601,681,4/3/2022
20-29,Female,782,0,4773,782,957,4/4/2022
20-29,Female,993,0,4752,993,1014,4/5/2022
20-29,Female,1022,0,4782,1022,992,4/6/2022
20-29,Female,896,0,4902,896,776,4/7/2022
20-29,Female,721,0,4976,721,647,4/8/2022
20-29,Female,656,0,5096,656,536,4/9/2022
20-29,Female,613,0,5071,613,638,4/10/2022
20-29,Female,877,0,5055,877,896,4/11/2022
20-29,Male,0,0,0,0,0,2/27/2020
20-29,Male,0,0,0,0,0,2/28/2020
20-29,Male,0,0,0,0,0,2/29/2020
20-29,Male,0,0,0,0,0,3/1/2020
20-29,Male,0,0,0,0,0,3/2/2020
20-29,Male,0,0,0,0,0,3/3/2020
20-29,Male,0,0,0,0,0,3/4/2020
20-29,Male,0,0,0,0,0,3/5/2020
20-29,Male,0,0,0,0,0,3/6/2020
20-29,Male,0,0,0,0,0,3/7/2020
20-29,Male,0,0,0,0,0,3/8/2020
20-29,Male,0,0,0,0,0,3/9/2020
20-29,Male,0,0,0,0,0,3/10/2020
20-29,Male,0,0,0,0,0,3/11/2020
20-29,Male,2,2,2,0,,3/12/2020
20-29,Male,1,1,3,0,,3/13/2020
20-29,Male,,,3,0,,3/14/2020
20-29,Male,,,2,0,1,3/15/2020
20-29,Male,,,1,0,1,3/16/2020
20-29,Male,2,2,3,0,,3/17/2020
20-29,Male,4,4,7,0,,3/18/2020
20-29,Male,2,2,9,0,,3/19/2020
20-29,Male,9,9,16,0,2,3/20/2020
20-29,Male,7,7,22,0,1,3/21/2020
20-29,Male,10,10,31,0,1,3/22/2020
20-29,Male,4,4,30,0,5,3/23/2020
20-29,Male,12,12,42,0,,3/24/2020
20-29,Male,2,2,42,0,2,3/25/2020
20-29,Male,7,7,47,0,2,3/26/2020
20-29,Male,13,13,54,0,6,3/27/2020
20-29,Male,11,11,65,0,,3/28/2020
20-29,Male,11,11,60,0,16,3/29/2020
20-29,Male,18,18,71,0,7,3/30/2020
20-29,Male,7,7,69,0,9,3/31/2020
20-29,Male,2,2,62,0,9,4/1/2020
20-29,Male,4,4,57,0,9,4/2/2020
20-29,Male,4,4,45,0,16,4/3/2020
20-29,Male,1,1,39,0,7,4/4/2020
20-29,Male,2,2,35,0,6,4/5/2020
20-29,Male,2,2,35,0,2,4/6/2020
20-29,Male,1,1,26,0,10,4/7/2020
20-29,Male,,,19,0,7,4/8/2020
20-29,Male,1,1,16,0,4,4/9/2020
20-29,Male,2,2,15,0,3,4/10/2020
20-29,Male,,,13,0,2,4/11/2020
20-29,Male,,,11,0,2,4/12/2020
20-29,Male,1,1,8,0,4,4/13/2020
20-29,Male,,,5,0,3,4/14/2020
20-29,Male,,,4,0,1,4/15/2020
20-29,Male,1,1,5,0,,4/16/2020
20-29,Male,2,2,6,0,1,4/17/2020
20-29,Male,,,6,0,,4/18/2020
20-29,Male,,,4,0,2,4/19/2020
20-29,Male,2,2,6,0,,4/20/2020
20-29,Male,,,3,0,3,4/21/2020
20-29,Male,,,2,0,1,4/22/2020
20-29,Male,,,2,0,,4/23/2020
20-29,Male,,,2,0,,4/24/2020
20-29,Male,,,2,0,,4/25/2020
20-29,Male,1,1,3,0,,4/26/2020
20-29,Male,,,3,0,,4/27/2020
20-29,Male,,,2,0,1,4/28/2020
20-29,Male,1,1,3,0,,4/29/2020
20-29,Male,2,2,5,0,,4/30/2020
20-29,Male,2,2,7,0,,5/1/2020
20-29,Male,1,1,8,0,,5/2/2020
20-29,Male,4,4,12,0,,5/3/2020
20-29,Male,,,10,0,2,5/4/2020
20-29,Male,3,3,12,0,1,5/5/2020
20-29,Male,4,4,16,0,,5/6/2020
20-29,Male,1,1,16,0,1,5/7/2020
20-29,Male,2,2,16,0,2,5/8/2020
20-29,Male,1,1,15,0,2,5/9/2020
20-29,Male,1,1,14,0,2,5/10/2020
20-29,Male,1,1,13,0,2,5/11/2020
20-29,Male,,,11,0,2,5/12/2020
20-29,Male,2,2,11,0,2,5/13/2020
20-29,Male,2,2,13,0,,5/14/2020
20-29,Male,,,12,0,1,5/15/2020
20-29,Male,2,2,12,0,2,5/16/2020
20-29,Male,,,9,0,3,5/17/2020
20-29,Male,,,6,0,3,5/18/2020
20-29,Male,1,1,5,0,2,5/19/2020
20-29,Male,,,4,0,1,5/20/2020
20-29,Male,1,1,3,0,2,5/21/2020
20-29,Male,1,1,4,0,,5/22/2020
20-29,Male,,,3,0,1,5/23/2020
20-29,Male,,,2,0,1,5/24/2020
20-29,Male,1,1,3,0,,5/25/2020
20-29,Male,1,1,4,0,,5/26/2020
20-29,Male,1,1,4,0,1,5/27/2020
20-29,Male,1,1,5,0,,5/28/2020
20-29,Male,3,3,8,0,,5/29/2020
20-29,Male,1,1,8,0,1,5/30/2020
20-29,Male,1,1,8,0,1,5/31/2020
20-29,Male,2,2,10,0,,6/1/2020
20-29,Male,,,8,0,2,6/2/2020
20-29,Male,1,1,9,0,,6/3/2020
20-29,Male,1,1,10,0,,6/4/2020
20-29,Male,,,9,0,1,6/5/2020
20-29,Male,,,9,0,,6/6/2020
20-29,Male,1,1,10,0,,6/7/2020
20-29,Male,,,10,0,,6/8/2020
20-29,Male,3,3,10,0,3,6/9/2020
20-29,Male,2,2,10,0,2,6/10/2020
20-29,Male,,,8,0,2,6/11/2020
20-29,Male,,,8,0,,6/12/2020
20-29,Male,,,6,0,2,6/13/2020
20-29,Male,,,4,0,2,6/14/2020
20-29,Male,,,3,0,1,6/15/2020
20-29,Male,4,4,6,0,1,6/16/2020
20-29,Male,3,3,8,0,1,6/17/2020
20-29,Male,2,2,9,0,1,6/18/2020
20-29,Male,4,4,13,0,,6/19/2020
20-29,Male,6,6,18,0,1,6/20/2020
20-29,Male,3,3,21,0,,6/21/2020
20-29,Male,,,20,0,1,6/22/2020
20-29,Male,2,2,21,0,1,6/23/2020
20-29,Male,6,6,24,0,3,6/24/2020
20-29,Male,5,5,29,0,,6/25/2020
20-29,Male,3,3,29,0,3,6/26/2020
20-29,Male,6,6,31,0,4,6/27/2020
20-29,Male,14,14,41,0,4,6/28/2020
20-29,Male,12,12,50,0,3,6/29/2020
20-29,Male,9,9,51,0,8,6/30/2020
20-29,Male,9,9,57,0,3,7/1/2020
20-29,Male,9,9,64,0,2,7/2/2020
20-29,Male,8,8,68,0,4,7/3/2020
20-29,Male,9,9,72,0,5,7/4/2020
20-29,Male,6,6,72,0,6,7/5/2020
20-29,Male,22,22,83,0,11,7/6/2020
20-29,Male,16,16,96,0,3,7/7/2020
20-29,Male,22,22,110,0,8,7/8/2020
20-29,Male,17,17,124,0,3,7/9/2020
20-29,Male,33,33,146,0,11,7/10/2020
20-29,Male,34,34,175,0,5,7/11/2020
20-29,Male,22,22,188,0,9,7/12/2020
20-29,Male,26,26,204,0,10,7/13/2020
20-29,Male,35,35,224,0,15,7/14/2020
20-29,Male,44,44,255,0,13,7/15/2020
20-29,Male,32,32,272,0,15,7/16/2020
20-29,Male,30,30,289,0,13,7/17/2020
20-29,Male,32,32,310,0,11,7/18/2020
20-29,Male,35,35,326,0,19,7/19/2020
20-29,Male,26,26,334,0,18,7/20/2020
20-29,Male,58,58,368,0,24,7/21/2020
20-29,Male,41,41,400,0,9,7/22/2020
20-29,Male,36,36,413,0,23,7/23/2020
20-29,Male,42,42,442,0,13,7/24/2020
20-29,Male,41,41,453,0,30,7/25/2020
20-29,Male,53,53,478,0,28,7/26/2020
20-29,Male,45,45,509,0,14,7/27/2020
20-29,Male,37,37,520,0,26,7/28/2020
20-29,Male,81,81,584,0,17,7/29/2020
20-29,Male,75,75,620,0,39,7/30/2020
20-29,Male,40,40,631,0,29,7/31/2020
20-29,Male,71,71,654,0,48,8/1/2020
20-29,Male,45,45,657,0,42,8/2/2020
20-29,Male,45,45,673,0,29,8/3/2020
20-29,Male,54,54,700,0,27,8/4/2020
20-29,Male,47,47,704,0,44,8/5/2020
20-29,Male,50,50,724,0,29,8/6/2020
20-29,Male,45,45,732,0,37,8/7/2020
20-29,Male,36,36,722,0,46,8/8/2020
20-29,Male,35,35,710,0,47,8/9/2020
20-29,Male,31,31,697,0,44,8/10/2020
20-29,Male,40,40,684,0,53,8/11/2020
20-29,Male,28,28,657,0,55,8/12/2020
20-29,Male,42,42,644,0,54,8/13/2020
20-29,Male,39,39,606,0,77,8/14/2020
20-29,Male,25,25,569,0,62,8/15/2020
20-29,Male,25,25,502,0,92,8/16/2020
20-29,Male,18,18,468,0,52,8/17/2020
20-29,Male,19,19,442,0,45,8/18/2020
20-29,Male,15,15,371,0,86,8/19/2020
20-29,Male,15,15,340,0,46,8/20/2020
20-29,Male,13,13,307,0,46,8/21/2020
20-29,Male,23,23,267,0,63,8/22/2020
20-29,Male,13,13,246,0,34,8/23/2020
20-29,Male,24,24,259,0,11,8/24/2020
20-29,Male,10,10,221,0,48,8/25/2020
20-29,Male,9,9,210,0,20,8/26/2020
20-29,Male,14,14,203,0,21,8/27/2020
20-29,Male,13,13,194,0,22,8/28/2020
20-29,Male,10,10,181,0,23,8/29/2020
20-29,Male,13,13,176,0,18,8/30/2020
20-29,Male,3,3,167,0,12,8/31/2020
20-29,Male,19,19,166,0,20,9/1/2020
20-29,Male,8,8,149,0,25,9/2/2020
20-29,Male,9,9,135,0,23,9/3/2020
20-29,Male,12,12,134,0,13,9/4/2020
20-29,Male,5,5,127,0,12,9/5/2020
20-29,Male,3,3,118,0,12,9/6/2020
20-29,Male,4,4,117,0,5,9/7/2020
20-29,Male,10,10,104,0,23,9/8/2020
20-29,Male,5,5,102,0,7,9/9/2020
20-29,Male,2,2,94,0,10,9/10/2020
20-29,Male,7,7,89,0,12,9/11/2020
20-29,Male,1,1,77,0,13,9/12/2020
20-29,Male,4,4,74,0,7,9/13/2020
20-29,Male,2,2,70,0,6,9/14/2020
20-29,Male,7,7,71,0,6,9/15/2020
20-29,Male,4,4,67,0,8,9/16/2020
20-29,Male,4,4,64,0,7,9/17/2020
20-29,Male,5,5,59,0,10,9/18/2020
20-29,Male,,,56,0,3,9/19/2020
20-29,Male,1,1,53,0,4,9/20/2020
20-29,Male,4,4,49,0,8,9/21/2020
20-29,Male,3,3,48,0,4,9/22/2020
20-29,Male,2,2,43,0,7,9/23/2020
20-29,Male,1,1,37,0,7,9/24/2020
20-29,Male,1,1,33,0,5,9/25/2020
20-29,Male,,,29,0,4,9/26/2020
20-29,Male,1,1,27,0,3,9/27/2020
20-29,Male,1,1,24,0,4,9/28/2020
20-29,Male,,,20,0,4,9/29/2020
20-29,Male,2,2,18,0,4,9/30/2020
20-29,Male,,,14,0,4,10/1/2020
20-29,Male,,,12,0,2,10/2/2020
20-29,Male,2,2,11,0,3,10/3/2020
20-29,Male,1,1,8,0,4,10/4/2020
20-29,Male,1,1,9,0,,10/5/2020
20-29,Male,1,1,10,0,,10/6/2020
20-29,Male,1,1,10,0,1,10/7/2020
20-29,Male,1,1,10,0,1,10/8/2020
20-29,Male,2,2,11,0,1,10/9/2020
20-29,Male,,,11,0,,10/10/2020
20-29,Male,2,2,11,0,2,10/11/2020
20-29,Male,1,1,10,0,2,10/12/2020
20-29,Male,,,10,0,,10/13/2020
20-29,Male,,,10,0,,10/14/2020
20-29,Male,,,7,0,3,10/15/2020
20-29,Male,1,1,8,0,,10/16/2020
20-29,Male,1,1,6,0,3,10/17/2020
20-29,Male,,,5,0,1,10/18/2020
20-29,Male,,,4,0,1,10/19/2020
20-29,Male,,,4,0,,10/20/2020
20-29,Male,,,3,0,1,10/21/2020
20-29,Male,,,3,0,,10/22/2020
20-29,Male,1,1,4,0,,10/23/2020
20-29,Male,,,4,0,,10/24/2020
20-29,Male,,,3,0,1,10/25/2020
20-29,Male,,,2,0,1,10/26/2020
20-29,Male,,,2,0,,10/27/2020
20-29,Male,,,2,0,,10/28/2020
20-29,Male,1,1,3,0,,10/29/2020
20-29,Male,,,2,0,1,10/30/2020
20-29,Male,,,1,0,1,10/31/2020
20-29,Male,,,1,0,,11/1/2020
20-29,Male,,,1,0,,11/2/2020
20-29,Male,,,1,0,,11/3/2020
20-29,Male,,,1,0,,11/4/2020
20-29,Male,,,1,0,,11/5/2020
20-29,Male,,,1,0,,11/6/2020
20-29,Male,,,,0,1,11/7/2020
20-29,Male,0,0,0,0,0,11/8/2020
20-29,Male,0,0,0,0,0,11/9/2020
20-29,Male,0,0,0,0,0,11/10/2020
20-29,Male,0,0,0,0,0,11/11/2020
20-29,Male,0,0,0,0,0,11/12/2020
20-29,Male,0,0,0,0,0,11/13/2020
20-29,Male,0,0,0,0,0,11/14/2020
20-29,Male,0,0,0,0,0,11/15/2020
20-29,Male,0,0,0,0,0,11/16/2020
20-29,Male,0,0,0,0,0,11/17/2020
20-29,Male,0,0,0,0,0,11/18/2020
20-29,Male,0,0,0,0,0,11/19/2020
20-29,Male,0,0,0,0,0,11/20/2020
20-29,Male,0,0,0,0,0,11/21/2020
20-29,Male,0,0,0,0,0,11/22/2020
20-29,Male,0,0,0,0,0,11/23/2020
20-29,Male,0,0,0,0,0,11/24/2020
20-29,Male,0,0,0,0,0,11/25/2020
20-29,Male,0,0,0,0,0,11/26/2020
20-29,Male,0,0,0,0,0,11/27/2020
20-29,Male,0,0,0,0,0,11/28/2020
20-29,Male,0,0,0,0,0,11/29/2020
20-29,Male,0,0,0,0,0,11/30/2020
20-29,Male,0,0,0,0,0,12/1/2020
20-29,Male,0,0,0,0,0,12/2/2020
20-29,Male,0,0,0,0,0,12/3/2020
20-29,Male,0,0,0,0,0,12/4/2020
20-29,Male,0,0,0,0,0,12/5/2020
20-29,Male,0,0,0,0,0,12/6/2020
20-29,Male,0,0,0,0,0,12/7/2020
20-29,Male,0,0,0,0,0,12/8/2020
20-29,Male,0,0,0,0,0,12/9/2020
20-29,Male,0,0,0,0,0,12/10/2020
20-29,Male,0,0,0,0,0,12/11/2020
20-29,Male,0,0,0,0,0,12/12/2020
20-29,Male,0,0,0,0,0,12/13/2020
20-29,Male,0,0,0,0,0,12/14/2020
20-29,Male,0,0,0,0,0,12/15/2020
20-29,Male,0,0,0,0,0,12/16/2020
20-29,Male,0,0,0,0,0,12/17/2020
20-29,Male,0,0,0,0,0,12/18/2020
20-29,Male,0,0,0,0,0,12/19/2020
20-29,Male,0,0,0,0,0,12/20/2020
20-29,Male,0,0,0,0,0,12/21/2020
20-29,Male,0,0,0,0,0,12/22/2020
20-29,Male,0,0,0,0,0,12/23/2020
20-29,Male,0,0,0,0,0,12/24/2020
20-29,Male,0,0,0,0,0,12/25/2020
20-29,Male,0,0,0,0,0,12/26/2020
20-29,Male,0,0,0,0,0,12/27/2020
20-29,Male,0,0,0,0,0,12/28/2020
20-29,Male,0,0,0,0,0,12/29/2020
20-29,Male,0,0,0,0,0,12/30/2020
20-29,Male,0,0,0,0,0,12/31/2020
20-29,Male,0,0,0,0,0,1/1/2021
20-29,Male,1,1,1,0,,1/2/2021
20-29,Male,,,1,0,,1/3/2021
20-29,Male,1,1,2,0,,1/4/2021
20-29,Male,,,2,0,,1/5/2021
20-29,Male,,,2,0,,1/6/2021
20-29,Male,,,2,0,,1/7/2021
20-29,Male,,,2,0,,1/8/2021
20-29,Male,,,2,0,,1/9/2021
20-29,Male,,,2,0,,1/10/2021
20-29,Male,,,2,0,,1/11/2021
20-29,Male,1,1,2,0,1,1/12/2021
20-29,Male,,,2,0,,1/13/2021
20-29,Male,,,2,0,,1/14/2021
20-29,Male,,,2,0,,1/15/2021
20-29,Male,,,2,0,,1/16/2021
20-29,Male,,,2,0,,1/17/2021
20-29,Male,,,2,0,,1/18/2021
20-29,Male,,,1,0,1,1/19/2021
20-29,Male,,,1,0,,1/20/2021
20-29,Male,,,,0,1,1/21/2021
20-29,Male,2,2,2,0,,1/22/2021
20-29,Male,,,2,0,,1/23/2021
20-29,Male,,,2,0,,1/24/2021
20-29,Male,,,2,0,,1/25/2021
20-29,Male,,,2,0,,1/26/2021
20-29,Male,,,2,0,,1/27/2021
20-29,Male,,,2,0,,1/28/2021
20-29,Male,,,2,0,,1/29/2021
20-29,Male,,,1,0,1,1/30/2021
20-29,Male,,,1,0,,1/31/2021
20-29,Male,,,1,0,,2/1/2021
20-29,Male,,,1,0,,2/2/2021
20-29,Male,2,2,2,0,1,2/3/2021
20-29,Male,,,2,0,,2/4/2021
20-29,Male,,,2,0,,2/5/2021
20-29,Male,,,2,0,,2/6/2021
20-29,Male,,,2,0,,2/7/2021
20-29,Male,,,2,0,,2/8/2021
20-29,Male,,,2,0,,2/9/2021
20-29,Male,,,2,0,,2/10/2021
20-29,Male,2,2,4,0,,2/11/2021
20-29,Male,,,4,0,,2/12/2021
20-29,Male,,,4,0,,2/13/2021
20-29,Male,,,3,0,1,2/14/2021
20-29,Male,,,3,0,,2/15/2021
20-29,Male,,,3,0,,2/16/2021
20-29,Male,,,3,0,,2/17/2021
20-29,Male,,,3,0,,2/18/2021
20-29,Male,,,2,0,1,2/19/2021
20-29,Male,,,2,0,,2/20/2021
20-29,Male,,,2,0,,2/21/2021
20-29,Male,,,2,0,,2/22/2021
20-29,Male,,,2,0,,2/23/2021
20-29,Male,,,,0,2,2/24/2021
20-29,Male,0,0,0,0,0,2/25/2021
20-29,Male,0,0,0,0,0,2/26/2021
20-29,Male,0,0,0,0,0,2/27/2021
20-29,Male,0,0,0,0,0,2/28/2021
20-29,Male,0,0,0,0,0,3/1/2021
20-29,Male,0,0,0,0,0,3/2/2021
20-29,Male,0,0,0,0,0,3/3/2021
20-29,Male,0,0,0,0,0,3/4/2021
20-29,Male,0,0,0,0,0,3/5/2021
20-29,Male,0,0,0,0,0,3/6/2021
20-29,Male,0,0,0,0,0,3/7/2021
20-29,Male,0,0,0,0,0,3/8/2021
20-29,Male,0,0,0,0,0,3/9/2021
20-29,Male,0,0,0,0,0,3/10/2021
20-29,Male,0,0,0,0,0,3/11/2021
20-29,Male,0,0,0,0,0,3/12/2021
20-29,Male,0,0,0,0,0,3/13/2021
20-29,Male,0,0,0,0,0,3/14/2021
20-29,Male,0,0,0,0,0,3/15/2021
20-29,Male,0,0,0,0,0,3/16/2021
20-29,Male,0,0,0,0,0,3/17/2021
20-29,Male,0,0,0,0,0,3/18/2021
20-29,Male,0,0,0,0,0,3/19/2021
20-29,Male,0,0,0,0,0,3/20/2021
20-29,Male,0,0,0,0,0,3/21/2021
20-29,Male,0,0,0,0,0,3/22/2021
20-29,Male,0,0,0,0,0,3/23/2021
20-29,Male,0,0,0,0,0,3/24/2021
20-29,Male,0,0,0,0,0,3/25/2021
20-29,Male,0,0,0,0,0,3/26/2021
20-29,Male,0,0,0,0,0,3/27/2021
20-29,Male,0,0,0,0,0,3/28/2021
20-29,Male,0,0,0,0,0,3/29/2021
20-29,Male,0,0,0,0,0,3/30/2021
20-29,Male,0,0,0,0,0,3/31/2021
20-29,Male,0,0,0,0,0,4/1/2021
20-29,Male,0,0,0,0,0,4/2/2021
20-29,Male,0,0,0,0,0,4/3/2021
20-29,Male,0,0,0,0,0,4/4/2021
20-29,Male,0,0,0,0,0,4/5/2021
20-29,Male,0,0,0,0,0,4/6/2021
20-29,Male,0,0,0,0,0,4/7/2021
20-29,Male,0,0,0,0,0,4/8/2021
20-29,Male,0,0,0,0,0,4/9/2021
20-29,Male,0,0,0,0,0,4/10/2021
20-29,Male,0,0,0,0,0,4/11/2021
20-29,Male,0,0,0,0,0,4/12/2021
20-29,Male,0,0,0,0,0,4/13/2021
20-29,Male,1,1,1,0,,4/14/2021
20-29,Male,,,1,0,,4/15/2021
20-29,Male,,,1,0,,4/16/2021
20-29,Male,,,1,0,,4/17/2021
20-29,Male,,,1,0,,4/18/2021
20-29,Male,,,1,0,,4/19/2021
20-29,Male,1,1,2,0,,4/20/2021
20-29,Male,,,2,0,,4/21/2021
20-29,Male,,,2,0,,4/22/2021
20-29,Male,,,2,0,,4/23/2021
20-29,Male,,,2,0,,4/24/2021
20-29,Male,,,2,0,,4/25/2021
20-29,Male,,,2,0,,4/26/2021
20-29,Male,,,1,0,1,4/27/2021
20-29,Male,,,1,0,,4/28/2021
20-29,Male,,,1,0,,4/29/2021
20-29,Male,1,1,2,0,,4/30/2021
20-29,Male,,,2,0,,5/1/2021
20-29,Male,,,2,0,,5/2/2021
20-29,Male,,,2,0,,5/3/2021
20-29,Male,,,2,0,,5/4/2021
20-29,Male,,,1,0,1,5/5/2021
20-29,Male,,,1,0,,5/6/2021
20-29,Male,,,1,0,,5/7/2021
20-29,Male,1,1,2,0,,5/8/2021
20-29,Male,1,1,3,0,,5/9/2021
20-29,Male,,,3,0,,5/10/2021
20-29,Male,,,2,0,1,5/11/2021
20-29,Male,,,2,0,,5/12/2021
20-29,Male,,,2,0,,5/13/2021
20-29,Male,,,2,0,,5/14/2021
20-29,Male,,,2,0,,5/15/2021
20-29,Male,,,2,0,,5/16/2021
20-29,Male,,,2,0,,5/17/2021
20-29,Male,,,,0,2,5/18/2021
20-29,Male,0,0,0,0,0,5/19/2021
20-29,Male,0,0,0,0,0,5/20/2021
20-29,Male,0,0,0,0,0,5/21/2021
20-29,Male,1,1,1,0,,5/22/2021
20-29,Male,,,1,0,,5/23/2021
20-29,Male,,,1,0,,5/24/2021
20-29,Male,2,2,3,0,,5/25/2021
20-29,Male,3,3,6,0,,5/26/2021
20-29,Male,,,6,0,,5/27/2021
20-29,Male,,,6,0,,5/28/2021
20-29,Male,1,1,7,0,,5/29/2021
20-29,Male,1,1,8,0,,5/30/2021
20-29,Male,1,1,9,0,,5/31/2021
20-29,Male,,,9,0,,6/1/2021
20-29,Male,1,1,10,0,,6/2/2021
20-29,Male,,,10,0,,6/3/2021
20-29,Male,1,1,11,0,,6/4/2021
20-29,Male,,,11,0,,6/5/2021
20-29,Male,,,10,0,1,6/6/2021
20-29,Male,,,8,0,2,6/7/2021
20-29,Male,,,6,0,2,6/8/2021
20-29,Male,1,1,6,0,1,6/9/2021
20-29,Male,1,1,7,0,,6/10/2021
20-29,Male,,,7,0,,6/11/2021
20-29,Male,,,6,0,1,6/12/2021
20-29,Male,,,6,0,,6/13/2021
20-29,Male,1,1,5,0,2,6/14/2021
20-29,Male,1,1,6,0,,6/15/2021
20-29,Male,,,6,0,,6/16/2021
20-29,Male,,,6,0,,6/17/2021
20-29,Male,2,2,6,0,2,6/18/2021
20-29,Male,1,1,7,0,,6/19/2021
20-29,Male,2,2,8,0,1,6/20/2021
20-29,Male,,,8,0,,6/21/2021
20-29,Male,1,1,9,0,,6/22/2021
20-29,Male,,,9,0,,6/23/2021
20-29,Male,,,8,0,1,6/24/2021
20-29,Male,1,1,8,0,1,6/25/2021
20-29,Male,,,8,0,,6/26/2021
20-29,Male,,,8,0,,6/27/2021
20-29,Male,,,7,0,1,6/28/2021
20-29,Male,,,6,0,1,6/29/2021
20-29,Male,,,6,0,,6/30/2021
20-29,Male,,,6,0,,7/1/2021
20-29,Male,,,5,0,1,7/2/2021
20-29,Male,,,3,0,2,7/3/2021
20-29,Male,,,2,0,1,7/4/2021
20-29,Male,1,1,3,0,,7/5/2021
20-29,Male,,,2,0,1,7/6/2021
20-29,Male,,,2,0,,7/7/2021
20-29,Male,1,1,3,0,,7/8/2021
20-29,Male,1,1,4,0,,7/9/2021
20-29,Male,,,3,0,1,7/10/2021
20-29,Male,,,3,0,,7/11/2021
20-29,Male,,,3,0,,7/12/2021
20-29,Male,,,3,0,,7/13/2021
20-29,Male,,,3,0,,7/14/2021
20-29,Male,2,2,5,0,,7/15/2021
20-29,Male,4,4,9,0,,7/16/2021
20-29,Male,2,2,11,0,,7/17/2021
20-29,Male,3,3,13,0,1,7/18/2021
20-29,Male,3,3,16,0,,7/19/2021
20-29,Male,2,2,18,0,,7/20/2021
20-29,Male,2,2,20,0,,7/21/2021
20-29,Male,2,2,21,0,1,7/22/2021
20-29,Male,3,3,23,0,1,7/23/2021
20-29,Male,1,1,24,0,,7/24/2021
20-29,Male,,,24,0,,7/25/2021
20-29,Male,,,24,0,,7/26/2021
20-29,Male,1,1,25,0,,7/27/2021
20-29,Male,2,2,25,0,2,7/28/2021
20-29,Male,1,1,24,0,2,7/29/2021
20-29,Male,1,1,21,0,4,7/30/2021
20-29,Male,,,17,0,4,7/31/2021
20-29,Male,1,1,12,0,6,8/1/2021
20-29,Male,1,1,12,0,1,8/2/2021
20-29,Male,1,1,11,0,2,8/3/2021
20-29,Male,3,3,10,0,4,8/4/2021
20-29,Male,1,1,11,0,,8/5/2021
20-29,Male,2,2,13,0,,8/6/2021
20-29,Male,3,3,16,0,,8/7/2021
20-29,Male,2,2,18,0,,8/8/2021
20-29,Male,4,4,21,0,1,8/9/2021
20-29,Male,2,2,22,0,1,8/10/2021
20-29,Male,3,3,23,0,2,8/11/2021
20-29,Male,,,22,0,1,8/12/2021
20-29,Male,2,2,23,0,1,8/13/2021
20-29,Male,2,2,24,0,1,8/14/2021
20-29,Male,4,4,27,0,1,8/15/2021
20-29,Male,2,2,28,0,1,8/16/2021
20-29,Male,1,1,28,0,1,8/17/2021
20-29,Male,1,1,25,0,4,8/18/2021
20-29,Male,4,4,29,0,,8/19/2021
20-29,Male,4,4,30,0,3,8/20/2021
20-29,Male,7,7,36,0,1,8/21/2021
20-29,Male,4,4,37,0,3,8/22/2021
20-29,Male,9,9,44,0,2,8/23/2021
20-29,Male,3,3,42,0,5,8/24/2021
20-29,Male,11,11,53,0,,8/25/2021
20-29,Male,17,17,70,0,,8/26/2021
20-29,Male,7,7,76,0,1,8/27/2021
20-29,Male,8,8,82,0,2,8/28/2021
