agegroup,Sex,Cases,Cases_Female,Active_Cases,Cases_Male,Daily_Recovered,Date
90+,Male,14,0,98,14,13,1/9/2022
90+,Male,39,0,124,39,13,1/10/2022
90+,Male,27,0,149,27,0,1/11/2022
90+,Male,41,0,170,41,33,1/12/2022
90+,Male,35,0,185,35,12,1/13/2022
90+,Male,28,0,182,28,26,1/14/2022
90+,Male,48,0,217,48,11,1/15/2022
90+,Male,21,0,226,21,8,1/16/2022
90+,Male,29,0,235,29,13,1/17/2022
90+,Male,35,0,247,35,18,1/18/2022
90+,Male,39,0,283,39,2,1/19/2022
90+,Male,38,0,303,38,14,1/20/2022
90+,Male,20,0,265,20,51,1/21/2022
90+,Male,14,0,235,14,41,1/22/2022
90+,Male,13,0,222,13,23,1/23/2022
90+,Male,24,0,216,24,26,1/24/2022
90+,Male,26,0,200,26,38,1/25/2022
90+,Male,20,0,184,20,32,1/26/2022
90+,Male,23,0,173,23,31,1/27/2022
90+,Male,23,0,152,23,34,1/28/2022
90+,Male,14,0,150,14,14,1/29/2022
90+,Male,16,0,144,16,14,1/30/2022
90+,Male,9,0,127,9,24,1/31/2022
90+,Male,18,0,125,18,16,2/1/2022
90+,Male,20,0,131,20,13,2/2/2022
90+,Male,20,0,116,20,29,2/3/2022
90+,Male,15,0,116,15,8,2/4/2022
90+,Male,6,0,107,6,14,2/5/2022
90+,Male,11,0,108,11,6,2/6/2022
90+,Male,13,0,103,13,17,2/7/2022
90+,Male,12,0,95,12,17,2/8/2022
90+,Male,17,0,92,17,18,2/9/2022
90+,Male,25,0,83,25,30,2/10/2022
90+,Male,11,0,84,11,7,2/11/2022
90+,Male,4,0,79,4,6,2/12/2022
90+,Male,4,0,71,4,9,2/13/2022
90+,Male,11,0,67,11,14,2/14/2022
90+,Male,7,0,59,7,13,2/15/2022
90+,Male,4,0,52,4,9,2/16/2022
90+,Male,8,0,46,8,13,2/17/2022
90+,Male,8,0,46,8,7,2/18/2022
90+,Male,4,0,45,4,2,2/19/2022
90+,Male,3,0,41,3,6,2/20/2022
90+,Male,1,0,38,1,3,2/21/2022
90+,Male,4,0,38,4,4,2/22/2022
90+,Male,3,0,31,3,8,2/23/2022
90+,Male,9,0,34,9,5,2/24/2022
90+,Male,3,0,33,3,4,2/25/2022
90+,Male,7,0,38,7,2,2/26/2022
90+,Male,4,0,39,4,2,2/27/2022
90+,Male,5,0,36,5,4,2/28/2022
90+,Male,7,0,40,7,1,3/1/2022
90+,Male,4,0,36,4,8,3/2/2022
90+,Male,5,0,33,5,5,3/3/2022
90+,Male,2,0,31,2,5,3/4/2022
90+,Male,1,0,27,1,3,3/5/2022
90+,Male,4,0,30,4,1,3/6/2022
90+,Male,6,0,31,6,5,3/7/2022
90+,Male,5,0,31,5,5,3/8/2022
90+,Male,5,0,33,5,2,3/9/2022
90+,Male,6,0,39,6,0,3/10/2022
90+,Male,7,0,42,7,4,3/11/2022
90+,Male,8,0,46,8,2,3/12/2022
90+,Male,4,0,41,4,8,3/13/2022
90+,Male,8,0,44,8,5,3/14/2022
90+,Male,5,0,41,5,6,3/15/2022
90+,Male,10,0,46,10,4,3/16/2022
90+,Male,2,0,45,2,3,3/17/2022
90+,Male,9,0,45,9,8,3/18/2022
90+,Male,7,0,47,7,4,3/19/2022
90+,Male,4,0,44,4,7,3/20/2022
90+,Male,7,0,41,7,7,3/21/2022
90+,Male,8,0,40,8,9,3/22/2022
90+,Male,15,0,52,15,2,3/23/2022
90+,Male,10,0,55,10,6,3/24/2022
90+,Male,9,0,56,9,8,3/25/2022
90+,Male,8,0,57,8,6,3/26/2022
90+,Male,9,0,63,9,2,3/27/2022
90+,Male,16,0,69,16,10,3/28/2022
90+,Male,16,0,74,16,11,3/29/2022
90+,Male,13,0,72,13,14,3/30/2022
90+,Male,14,0,75,14,9,3/31/2022
90+,Male,14,0,79,14,10,4/1/2022
90+,Male,10,0,82,10,7,4/2/2022
90+,Male,17,0,87,17,12,4/3/2022
90+,Male,18,0,92,18,13,4/4/2022
90+,Male,18,0,94,18,16,4/5/2022
90+,Male,23,0,97,23,19,4/6/2022
90+,Male,20,0,107,20,10,4/7/2022
90+,Male,23,0,117,23,13,4/8/2022
90+,Male,23,0,128,23,10,4/9/2022
90+,Male,21,0,127,21,22,4/10/2022
90+,Male,24,0,134,24,17,4/11/2022
