agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Date,Daily_Recovered
70-79,Male,,,1,0,3/11/2021,
70-79,Male,,,1,0,3/12/2021,
70-79,Male,,,1,0,3/13/2021,
70-79,Male,,,1,0,3/14/2021,
70-79,Male,,,1,0,3/15/2021,
70-79,Male,,,1,0,3/16/2021,
70-79,Male,,,1,0,3/17/2021,
70-79,Male,,,1,0,3/18/2021,
70-79,Male,,,1,0,3/19/2021,
70-79,Male,,,1,0,3/20/2021,
70-79,Male,,,1,0,3/21/2021,
70-79,Male,,,1,0,3/22/2021,
70-79,Male,,,1,0,3/23/2021,
70-79,Male,,,1,0,3/24/2021,
70-79,Male,,,1,0,3/25/2021,
70-79,Male,,,1,0,3/26/2021,
70-79,Male,,,1,0,3/27/2021,
70-79,Male,,,1,0,3/28/2021,
70-79,Male,,,1,0,3/29/2021,
70-79,Male,,,1,0,3/30/2021,
70-79,Male,,,1,0,3/31/2021,
70-79,Male,,,1,0,4/1/2021,
70-79,Male,,,1,0,4/2/2021,
70-79,Male,,,1,0,4/3/2021,
70-79,Male,,,1,0,4/4/2021,
70-79,Male,,,1,0,4/5/2021,
70-79,Male,,,1,0,4/6/2021,
70-79,Male,,,1,0,4/7/2021,
70-79,Male,,,1,0,4/8/2021,
70-79,Male,,,1,0,4/9/2021,
70-79,Male,,,1,0,4/10/2021,
70-79,Male,,,1,0,4/11/2021,
70-79,Male,,,1,0,4/12/2021,
70-79,Male,,,1,0,4/13/2021,
70-79,Male,,,1,0,4/14/2021,
70-79,Male,,,1,0,4/15/2021,
70-79,Male,,,1,0,4/16/2021,
70-79,Male,,,1,0,4/17/2021,
70-79,Male,,,1,0,4/18/2021,
70-79,Male,,,1,0,4/19/2021,
70-79,Male,,,1,0,4/20/2021,
70-79,Male,,,1,0,4/21/2021,
70-79,Male,,,1,0,4/22/2021,
70-79,Male,,,1,0,4/23/2021,
70-79,Male,,,1,0,4/24/2021,
70-79,Male,,,1,0,4/25/2021,
70-79,Male,,,1,0,4/26/2021,
70-79,Male,,,1,0,4/27/2021,
70-79,Male,,,1,0,4/28/2021,
70-79,Male,1,1,2,0,4/29/2021,
70-79,Male,,,2,0,4/30/2021,
70-79,Male,,,2,0,5/1/2021,
70-79,Male,,,2,0,5/2/2021,
70-79,Male,,,2,0,5/3/2021,
70-79,Male,,,2,0,5/4/2021,
70-79,Male,,,2,0,5/5/2021,
70-79,Male,,,2,0,5/6/2021,
70-79,Male,,,2,0,5/7/2021,
70-79,Male,,,2,0,5/8/2021,
70-79,Male,,,2,0,5/9/2021,
70-79,Male,,,2,0,5/10/2021,
70-79,Male,,,2,0,5/11/2021,
70-79,Male,,,1,0,5/12/2021,1
70-79,Male,,,1,0,5/13/2021,
70-79,Male,,,1,0,5/14/2021,
70-79,Male,,,1,0,5/15/2021,
70-79,Male,,,1,0,5/16/2021,
70-79,Male,,,1,0,5/17/2021,
70-79,Male,,,1,0,5/18/2021,
70-79,Male,,,1,0,5/19/2021,
70-79,Male,,,1,0,5/20/2021,
70-79,Male,,,1,0,5/21/2021,
70-79,Male,,,1,0,5/22/2021,
70-79,Male,,,1,0,5/23/2021,
70-79,Male,1,1,2,0,5/24/2021,
70-79,Male,,,2,0,5/25/2021,
70-79,Male,,,2,0,5/26/2021,
70-79,Male,,,2,0,5/27/2021,
70-79,Male,,,2,0,5/28/2021,
70-79,Male,,,2,0,5/29/2021,
70-79,Male,,,2,0,5/30/2021,
70-79,Male,,,2,0,5/31/2021,
70-79,Male,,,2,0,6/1/2021,
70-79,Male,,,2,0,6/2/2021,
70-79,Male,,,2,0,6/3/2021,
70-79,Male,,,2,0,6/4/2021,
70-79,Male,,,2,0,6/5/2021,
70-79,Male,1,1,3,0,6/6/2021,
70-79,Male,,,3,0,6/7/2021,
70-79,Male,,,3,0,6/8/2021,
70-79,Male,1,1,4,0,6/9/2021,
70-79,Male,,,4,0,6/10/2021,
70-79,Male,,,4,0,6/11/2021,
70-79,Male,,,4,0,6/12/2021,
70-79,Male,,,3,0,6/13/2021,1
70-79,Male,,,3,0,6/14/2021,
70-79,Male,,,3,0,6/15/2021,
70-79,Male,,,3,0,6/16/2021,
70-79,Male,,,3,0,6/17/2021,
70-79,Male,,,3,0,6/18/2021,
70-79,Male,,,3,0,6/19/2021,
70-79,Male,,,3,0,6/20/2021,
70-79,Male,,,3,0,6/21/2021,
70-79,Male,,,3,0,6/22/2021,
70-79,Male,,,3,0,6/23/2021,
70-79,Male,,,3,0,6/24/2021,
70-79,Male,,,3,0,6/25/2021,
70-79,Male,,,3,0,6/26/2021,
70-79,Male,,,3,0,6/27/2021,
70-79,Male,,,3,0,6/28/2021,
70-79,Male,,,2,0,6/29/2021,1
70-79,Male,,,2,0,6/30/2021,
70-79,Male,,,2,0,7/1/2021,
70-79,Male,,,1,0,7/2/2021,1
70-79,Male,,,1,0,7/3/2021,
70-79,Male,,,1,0,7/4/2021,
70-79,Male,,,1,0,7/5/2021,
70-79,Male,,,1,0,7/6/2021,
70-79,Male,,,1,0,7/7/2021,
70-79,Male,,,1,0,7/8/2021,
70-79,Male,,,1,0,7/9/2021,
70-79,Male,,,1,0,7/10/2021,
70-79,Male,,,1,0,7/11/2021,
70-79,Male,,,1,0,7/12/2021,
70-79,Male,,,1,0,7/13/2021,
70-79,Male,,,1,0,7/14/2021,
70-79,Male,,,1,0,7/15/2021,
70-79,Male,,,1,0,7/16/2021,
70-79,Male,,,1,0,7/17/2021,
70-79,Male,1,1,2,0,7/18/2021,
70-79,Male,,,2,0,7/19/2021,
70-79,Male,,,2,0,7/20/2021,
70-79,Male,,,2,0,7/21/2021,
70-79,Male,,,2,0,7/22/2021,
70-79,Male,,,2,0,7/23/2021,
70-79,Male,,,2,0,7/24/2021,
70-79,Male,,,2,0,7/25/2021,
70-79,Male,,,2,0,7/26/2021,
70-79,Male,,,2,0,7/27/2021,
70-79,Male,,,2,0,7/28/2021,
70-79,Male,,,2,0,7/29/2021,
70-79,Male,,,2,0,7/30/2021,
70-79,Male,,,2,0,7/31/2021,
70-79,Male,,,2,0,8/1/2021,
70-79,Male,,,2,0,8/2/2021,
70-79,Male,,,1,0,8/3/2021,1
70-79,Male,,,1,0,8/4/2021,
70-79,Male,,,1,0,8/5/2021,
70-79,Male,,,1,0,8/6/2021,
70-79,Male,,,1,0,8/7/2021,
70-79,Male,,,1,0,8/8/2021,
70-79,Male,,,1,0,8/9/2021,
70-79,Male,1,1,2,0,8/10/2021,
70-79,Male,,,2,0,8/11/2021,
70-79,Male,,,2,0,8/12/2021,
70-79,Male,,,2,0,8/13/2021,
70-79,Male,,,2,0,8/14/2021,
70-79,Male,,,2,0,8/15/2021,
70-79,Male,,,2,0,8/16/2021,
70-79,Male,,,2,0,8/17/2021,
70-79,Male,,,2,0,8/18/2021,
70-79,Male,,,2,0,8/19/2021,
70-79,Male,1,1,3,0,8/20/2021,
70-79,Male,,,3,0,8/21/2021,
70-79,Male,,,3,0,8/22/2021,
70-79,Male,,,3,0,8/23/2021,
70-79,Male,1,1,3,0,8/24/2021,1
70-79,Male,,,3,0,8/25/2021,
70-79,Male,2,2,5,0,8/26/2021,
70-79,Male,,,5,0,8/27/2021,
70-79,Male,3,3,8,0,8/28/2021,
70-79,Male,,,8,0,8/29/2021,
70-79,Male,2,2,11,0,8/30/2021,
70-79,Male,1,1,11,0,8/31/2021,
70-79,Male,,,11,0,9/1/2021,
70-79,Male,,,11,0,9/2/2021,
70-79,Male,1,1,12,0,9/3/2021,
70-79,Male,2,2,14,0,9/4/2021,
70-79,Male,1,1,14,0,9/5/2021,1
70-79,Male,1,1,15,0,9/6/2021,
70-79,Male,3,3,16,0,9/7/2021,2
70-79,Male,4,4,21,0,9/8/2021,
70-79,Male,1,1,20,0,9/9/2021,
70-79,Male,1,1,18,0,9/10/2021,3
70-79,Male,4,4,22,0,9/11/2021,
70-79,Male,3,3,25,0,9/12/2021,
70-79,Male,3,3,28,0,9/13/2021,
70-79,Male,3,3,30,0,9/14/2021,
70-79,Male,3,3,33,0,9/15/2021,
70-79,Male,6,6,39,0,9/16/2021,1
70-79,Male,2,2,40,0,9/17/2021,1
70-79,Male,2,2,41,0,9/18/2021,
70-79,Male,4,4,44,0,9/19/2021,2
70-79,Male,9,9,53,0,9/20/2021,1
70-79,Male,6,6,52,0,9/21/2021,4
70-79,Male,4,4,55,0,9/22/2021,1
70-79,Male,5,5,61,0,9/23/2021,
70-79,Male,13,13,69,0,9/24/2021,2
70-79,Male,4,4,74,0,9/25/2021,
70-79,Male,5,5,77,0,9/26/2021,2
70-79,Male,11,11,81,0,9/27/2021,5
70-79,Male,12,12,91,0,9/28/2021,
70-79,Male,15,15,104,0,9/29/2021,2
70-79,Male,7,7,110,0,9/30/2021,2
70-79,Male,13,13,118,0,10/1/2021,3
70-79,Male,6,6,112,0,10/2/2021,12
70-79,Male,15,15,122,0,10/3/2021,4
70-79,Male,16,16,138,0,10/4/2021,
70-79,Male,23,23,150,0,10/5/2021,10
70-79,Male,22,22,159,0,10/6/2021,12
70-79,Male,23,23,178,0,10/7/2021,2
70-79,Male,32,32,202,0,10/8/2021,7
70-79,Male,14,14,206,0,10/9/2021,8
70-79,Male,30,30,227,0,10/10/2021,8
70-79,Male,22,22,232,0,10/11/2021,14
70-79,Male,30,30,252,0,10/12/2021,9
70-79,Male,29,29,269,0,10/13/2021,10
70-79,Male,30,30,285,0,10/14/2021,15
70-79,Male,37,37,309,0,10/15/2021,11
70-79,Male,29,29,335,0,10/16/2021,1
70-79,Male,33,33,340,0,10/17/2021,28
70-79,Male,21,21,344,0,10/18/2021,15
70-79,Male,24,24,343,0,10/19/2021,23
70-79,Male,38,38,356,0,10/20/2021,25
70-79,Male,35,35,367,0,10/21/2021,23
70-79,Male,27,27,379,0,10/22/2021,13
70-79,Male,33,33,409,0,10/23/2021,
70-79,Male,19,19,402,0,10/24/2021,26
70-79,Male,13,13,386,0,10/25/2021,26
70-79,Male,32,32,401,0,10/26/2021,17
70-79,Male,31,31,371,0,10/27/2021,61
70-79,Male,36,36,402,0,10/28/2021,
70-79,Male,17,17,353,0,10/29/2021,65
70-79,Male,22,22,372,0,10/30/2021,2
70-79,Male,18,18,370,0,10/31/2021,18
70-79,Male,25,25,349,0,11/1/2021,45
70-79,Male,14,14,328,0,11/2/2021,34
70-79,Male,32,32,326,0,11/3/2021,34
70-79,Male,21,21,346,0,11/4/2021,1
70-79,Male,16,16,308,0,11/5/2021,51
70-79,Male,23,23,311,0,11/6/2021,19
70-79,Male,17,17,306,0,11/7/2021,20
70-79,Male,14,14,291,0,11/8/2021,26
70-79,Male,8,8,267,0,11/9/2021,31
70-79,Male,19,19,274,0,11/10/2021,10
70-79,Male,15,15,279,0,11/11/2021,10
70-79,Male,14,14,279,0,11/12/2021,11
70-79,Male,12,12,287,0,11/13/2021,3
70-79,Male,15,15,292,0,11/14/2021,10
70-79,Male,12,12,231,0,11/15/2021,74
70-79,Male,16,16,226,0,11/16/2021,18
70-79,Male,20,20,219,0,11/17/2021,25
70-79,Male,17,17,215,0,11/18/2021,20
70-79,Male,23,23,168,0,11/19/2021,69
70-79,Male,22,22,169,0,11/20/2021,16
70-79,Male,18,18,172,0,11/21/2021,11
70-79,Male,13,13,175,0,11/22/2021,9
70-79,Male,14,14,172,0,11/23/2021,16
70-79,Male,16,16,177,0,11/24/2021,10
70-79,Male,23,23,184,0,11/25/2021,15
70-79,Male,22,22,183,0,11/26/2021,23
70-79,Male,11,11,175,0,11/27/2021,17
70-79,Male,20,20,173,0,11/28/2021,18
70-79,Male,24,24,181,0,11/29/2021,15
70-79,Male,21,21,189,0,11/30/2021,13
70-79,Male,32,32,206,0,12/1/2021,13
70-79,Male,31,31,226,0,12/2/2021,11
70-79,Male,26,26,246,0,12/3/2021,4
70-79,Male,19,19,263,0,12/4/2021,2
70-79,Male,17,17,279,0,12/5/2021,
70-79,Male,34,34,245,0,12/6/2021,68
70-79,Male,34,34,259,0,12/7/2021,20
70-79,Male,28,28,268,0,12/8/2021,19
70-79,Male,30,30,273,0,12/9/2021,24
70-79,Male,32,32,287,0,12/10/2021,19
70-79,Male,27,27,277,0,12/11/2021,35
70-79,Male,41,41,296,0,12/12/2021,20
70-79,Male,28,28,300,0,12/13/2021,22
70-79,Male,34,34,310,0,12/14/2021,23
70-79,Male,54,54,344,0,12/15/2021,21
70-79,Male,28,28,341,0,12/16/2021,29
70-79,Male,34,34,354,0,12/17/2021,21
70-79,Male,26,26,343,0,12/18/2021,34
70-79,Male,38,38,349,0,12/19/2021,31
70-79,Male,27,27,345,0,12/20/2021,31
70-79,Male,28,28,346,0,12/21/2021,25
70-79,Male,55,55,378,0,12/22/2021,19
70-79,Male,48,48,389,0,12/23/2021,36
70-79,Male,43,43,392,0,12/24/2021,40
70-79,Male,18,18,370,0,12/25/2021,41
70-79,Male,41,41,375,0,12/26/2021,31
70-79,Male,38,38,384,0,12/27/2021,28
70-79,Male,54,54,396,0,12/28/2021,43
70-79,Male,45,45,408,0,12/29/2021,31
70-79,Male,64,64,443,0,12/30/2021,28
70-79,Male,86,86,279,0,12/31/2021,249
70-79,Male,88,88,363,0,1/1/2022,1
70-79,Male,96,96,435,0,1/2/2022,23
70-79,Male,146,146,545,0,1/3/2022,35
70-79,Male,163,163,541,0,1/4/2022,165
70-79,Male,172,172,577,0,1/5/2022,136
70-79,Male,161,161,622,0,1/6/2022,114
70-79,Male,356,356,873,0,1/7/2022,105
70-79,Male,353,353,1135,0,1/8/2022,91
70-79,Male,318,318,1275,0,1/9/2022,179
70-79,Male,371,371,1467,0,1/10/2022,176
70-79,Male,385,385,1845,0,1/11/2022,4
70-79,Male,404,404,2031,0,1/12/2022,410
70-79,Male,434,434,2172,0,1/13/2022,171
70-79,Male,326,326,2122,0,1/14/2022,330
70-79,Male,478,478,2421,0,1/15/2022,176
70-79,Male,400,400,2615,0,1/16/2022,195
70-79,Male,308,308,2653,0,1/17/2022,254
70-79,Male,343,343,2715,0,1/18/2022,256
70-79,Male,373,373,3064,0,1/19/2022,22
70-79,Male,283,283,3100,0,1/20/2022,246
70-79,Male,269,269,2839,0,1/21/2022,527
70-79,Male,225,225,2527,0,1/22/2022,535
70-79,Male,160,160,2427,0,1/23/2022,253
70-79,Male,236,236,2361,0,1/24/2022,298
70-79,Male,199,199,1946,0,1/25/2022,612
70-79,Male,212,212,1706,0,1/26/2022,449
70-79,Male,187,187,1506,0,1/27/2022,384
70-79,Male,188,188,1233,0,1/28/2022,459
70-79,Male,164,164,1202,0,1/29/2022,185
70-79,Male,145,145,1179,0,1/30/2022,165
70-79,Male,145,145,1089,0,1/31/2022,233
70-79,Male,178,178,1056,0,2/1/2022,205
70-79,Male,143,143,999,0,2/2/2022,197
70-79,Male,147,147,941,0,2/3/2022,202
70-79,Male,98,98,887,0,2/4/2022,149
70-79,Male,126,126,860,0,2/5/2022,151
70-79,Male,68,68,792,0,2/6/2022,130
70-79,Male,81,81,716,0,2/7/2022,155
70-79,Male,77,77,654,0,2/8/2022,136
70-79,Male,109,109,618,0,2/9/2022,145
70-79,Male,95,95,590,0,2/10/2022,118
70-79,Male,76,76,537,0,2/11/2022,126
70-79,Male,91,91,531,0,2/12/2022,90
70-79,Male,65,65,542,0,2/13/2022,54
70-79,Male,60,60,507,0,2/14/2022,94
70-79,Male,67,67,484,0,2/15/2022,87
70-79,Male,65,65,454,0,2/16/2022,95
70-79,Male,68,68,435,0,2/17/2022,86
70-79,Male,58,58,413,0,2/18/2022,78
70-79,Male,49,49,397,0,2/19/2022,61
70-79,Male,36,36,379,0,2/20/2022,52
70-79,Male,57,57,407,0,2/21/2022,29
70-79,Male,65,65,361,0,2/22/2022,109
70-79,Male,69,69,366,0,2/23/2022,63
70-79,Male,75,75,369,0,2/24/2022,67
70-79,Male,72,72,397,0,2/25/2022,44
70-79,Male,54,54,398,0,2/26/2022,51
70-79,Male,49,49,412,0,2/27/2022,35
70-79,Male,50,50,397,0,2/28/2022,62
70-79,Male,61,61,389,0,3/1/2022,67
70-79,Male,48,48,363,0,3/2/2022,74
70-79,Male,54,54,342,0,3/3/2022,74
70-79,Male,56,56,337,0,3/4/2022,61
70-79,Male,61,61,353,0,3/5/2022,45
70-79,Male,64,64,361,0,3/6/2022,56
70-79,Male,70,70,410,0,3/7/2022,20
70-79,Male,75,75,403,0,3/8/2022,82
70-79,Male,85,85,437,0,3/9/2022,51
70-79,Male,98,98,534,0,3/10/2022,0
70-79,Male,76,76,492,0,3/11/2022,118
70-79,Male,60,60,498,0,3/12/2022,54
70-79,Male,60,60,494,0,3/13/2022,62
70-79,Male,74,74,482,0,3/14/2022,84
70-79,Male,94,94,499,0,3/15/2022,76
70-79,Male,100,100,497,0,3/16/2022,102
70-79,Male,99,99,510,0,3/17/2022,86
70-79,Male,129,129,573,0,3/18/2022,66
70-79,Male,115,115,625,0,3/19/2022,63
70-79,Male,109,109,672,0,3/20/2022,62
70-79,Male,149,149,740,0,3/21/2022,81
70-79,Male,149,149,784,0,3/22/2022,105
70-79,Male,187,187,877,0,3/23/2022,95
70-79,Male,147,147,902,0,3/24/2022,122
70-79,Male,148,148,932,0,3/25/2022,118
70-79,Male,125,125,952,0,3/26/2022,104
70-79,Male,149,149,969,0,3/27/2022,132
70-79,Male,157,157,970,0,3/28/2022,156
70-79,Male,200,200,1000,0,3/29/2022,170
70-79,Male,174,174,989,0,3/30/2022,184
70-79,Male,171,171,1025,0,3/31/2022,135
70-79,Male,172,172,1042,0,4/1/2022,151
70-79,Male,162,162,1074,0,4/2/2022,129
70-79,Male,176,176,1104,0,4/3/2022,145
70-79,Male,206,206,1129,0,4/4/2022,181
70-79,Male,240,240,1187,0,4/5/2022,181
70-79,Male,256,256,1263,0,4/6/2022,180
70-79,Male,260,260,1339,0,4/7/2022,184
70-79,Male,242,242,1428,0,4/8/2022,153
70-79,Male,238,238,1485,0,4/9/2022,181
70-79,Male,209,209,1475,0,4/10/2022,219
70-79,Male,235,235,1483,0,4/11/2022,227
