agegroup,Sex,Cases,Cases_Male,Active_Cases,Cases_Female,Date,Daily_Recovered
70-79,Female,,0,1,,8/20/2021,
70-79,Female,,0,1,,8/21/2021,
70-79,Female,,0,1,,8/22/2021,
70-79,Female,,0,1,,8/23/2021,
70-79,Female,,0,1,,8/24/2021,
70-79,Female,,0,1,,8/25/2021,
70-79,Female,,0,1,,8/26/2021,
70-79,Female,1,0,2,1,8/27/2021,
70-79,Female,,0,2,,8/28/2021,
70-79,Female,1,0,3,1,8/29/2021,
70-79,Female,1,0,4,1,8/30/2021,
70-79,Female,2,0,6,2,8/31/2021,
70-79,Female,3,0,9,3,9/1/2021,
70-79,Female,1,0,10,1,9/2/2021,
70-79,Female,1,0,11,1,9/3/2021,
70-79,Female,,0,11,,9/4/2021,
70-79,Female,1,0,12,1,9/5/2021,
70-79,Female,1,0,12,1,9/6/2021,1
70-79,Female,1,0,13,1,9/7/2021,
70-79,Female,2,0,14,2,9/8/2021,1
70-79,Female,3,0,17,3,9/9/2021,
70-79,Female,3,0,20,3,9/10/2021,
70-79,Female,3,0,23,3,9/11/2021,
70-79,Female,3,0,23,3,9/12/2021,3
70-79,Female,3,0,24,3,9/13/2021,2
70-79,Female,5,0,28,5,9/14/2021,1
70-79,Female,5,0,33,5,9/15/2021,
70-79,Female,3,0,35,3,9/16/2021,1
70-79,Female,5,0,39,5,9/17/2021,1
70-79,Female,6,0,42,6,9/18/2021,2
70-79,Female,9,0,52,9,9/19/2021,
70-79,Female,8,0,57,8,9/20/2021,1
70-79,Female,12,0,67,12,9/21/2021,1
70-79,Female,6,0,73,6,9/22/2021,
70-79,Female,7,0,79,7,9/23/2021,1
70-79,Female,12,0,88,12,9/24/2021,4
70-79,Female,6,0,91,6,9/25/2021,2
70-79,Female,11,0,102,11,9/26/2021,
70-79,Female,15,0,113,15,9/27/2021,3
70-79,Female,10,0,119,10,9/28/2021,4
70-79,Female,21,0,135,21,9/29/2021,4
70-79,Female,11,0,139,11,9/30/2021,7
70-79,Female,19,0,149,19,10/1/2021,7
70-79,Female,14,0,144,14,10/2/2021,18
70-79,Female,8,0,144,8,10/3/2021,7
70-79,Female,14,0,156,14,10/4/2021,1
70-79,Female,14,0,153,14,10/5/2021,14
70-79,Female,16,0,163,16,10/6/2021,5
70-79,Female,19,0,179,19,10/7/2021,
70-79,Female,21,0,185,21,10/8/2021,15
70-79,Female,23,0,196,23,10/9/2021,11
70-79,Female,23,0,209,23,10/10/2021,9
70-79,Female,20,0,213,20,10/11/2021,14
70-79,Female,19,0,220,19,10/12/2021,10
70-79,Female,27,0,231,27,10/13/2021,16
70-79,Female,31,0,246,31,10/14/2021,17
70-79,Female,26,0,259,26,10/15/2021,13
70-79,Female,18,0,273,18,10/16/2021,1
70-79,Female,33,0,283,33,10/17/2021,21
70-79,Female,24,0,291,24,10/18/2021,16
70-79,Female,28,0,301,28,10/19/2021,16
70-79,Female,31,0,310,31,10/20/2021,22
70-79,Female,36,0,325,36,10/21/2021,16
70-79,Female,27,0,330,27,10/22/2021,19
70-79,Female,33,0,363,33,10/23/2021,
70-79,Female,25,0,370,25,10/24/2021,18
70-79,Female,24,0,370,24,10/25/2021,23
70-79,Female,30,0,380,30,10/26/2021,18
70-79,Female,37,0,355,37,10/27/2021,62
70-79,Female,26,0,380,26,10/28/2021,1
70-79,Female,25,0,352,25,10/29/2021,53
70-79,Female,10,0,360,10,10/30/2021,
70-79,Female,21,0,364,21,10/31/2021,16
70-79,Female,21,0,335,21,11/1/2021,50
70-79,Female,15,0,322,15,11/2/2021,27
70-79,Female,23,0,310,23,11/3/2021,35
70-79,Female,15,0,324,15,11/4/2021,1
70-79,Female,20,0,295,20,11/5/2021,46
70-79,Female,20,0,280,20,11/6/2021,32
70-79,Female,12,0,272,12,11/7/2021,20
70-79,Female,15,0,258,15,11/8/2021,29
70-79,Female,13,0,243,13,11/9/2021,28
70-79,Female,22,0,259,22,11/10/2021,5
70-79,Female,13,0,261,13,11/11/2021,10
70-79,Female,8,0,254,8,11/12/2021,13
70-79,Female,10,0,259,10,11/13/2021,4
70-79,Female,15,0,264,15,11/14/2021,10
70-79,Female,9,0,196,9,11/15/2021,76
70-79,Female,16,0,198,16,11/16/2021,14
70-79,Female,13,0,190,13,11/17/2021,21
70-79,Female,13,0,187,13,11/18/2021,16
70-79,Female,20,0,127,20,11/19/2021,78
70-79,Female,13,0,122,13,11/20/2021,17
70-79,Female,26,0,138,26,11/21/2021,9
70-79,Female,8,0,136,8,11/22/2021,10
70-79,Female,20,0,141,20,11/23/2021,14
70-79,Female,17,0,148,17,11/24/2021,9
70-79,Female,23,0,155,23,11/25/2021,16
70-79,Female,25,0,170,25,11/26/2021,10
70-79,Female,16,0,174,16,11/27/2021,12
70-79,Female,21,0,182,21,11/28/2021,13
70-79,Female,20,0,189,20,11/29/2021,15
70-79,Female,26,0,197,26,11/30/2021,16
70-79,Female,22,0,206,22,12/1/2021,13
70-79,Female,18,0,207,18,12/2/2021,17
70-79,Female,37,0,241,37,12/3/2021,2
70-79,Female,23,0,264,23,12/4/2021,
70-79,Female,25,0,286,25,12/5/2021,1
70-79,Female,26,0,237,26,12/6/2021,75
70-79,Female,33,0,251,33,12/7/2021,19
70-79,Female,29,0,255,29,12/8/2021,24
70-79,Female,31,0,263,31,12/9/2021,23
70-79,Female,21,0,268,21,12/10/2021,16
70-79,Female,32,0,275,32,12/11/2021,25
70-79,Female,37,0,285,37,12/12/2021,27
70-79,Female,25,0,285,25,12/13/2021,23
70-79,Female,42,0,307,42,12/14/2021,20
70-79,Female,36,0,326,36,12/15/2021,17
70-79,Female,31,0,325,31,12/16/2021,31
70-79,Female,50,0,358,50,12/17/2021,17
70-79,Female,42,0,364,42,12/18/2021,35
70-79,Female,28,0,368,28,12/19/2021,23
70-79,Female,35,0,373,35,12/20/2021,30
70-79,Female,49,0,392,49,12/21/2021,30
70-79,Female,42,0,412,42,12/22/2021,21
70-79,Female,51,0,422,51,12/23/2021,41
70-79,Female,41,0,424,41,12/24/2021,39
70-79,Female,20,0,408,20,12/25/2021,35
70-79,Female,44,0,399,44,12/26/2021,52
70-79,Female,35,0,401,35,12/27/2021,33
70-79,Female,51,0,407,51,12/28/2021,43
70-79,Female,50,0,426,50,12/29/2021,31
70-79,Female,65,0,446,65,12/30/2021,44
70-79,Female,79,0,272,79,12/31/2021,253
70-79,Female,92,0,362,92,1/1/2022,
70-79,Female,78,0,422,78,1/2/2022,18
70-79,Female,115,0,497,115,1/3/2022,40
70-79,Female,138,0,460,138,1/4/2022,176
70-79,Female,170,0,495,170,1/5/2022,134
70-79,Female,159,0,526,159,1/6/2022,129
70-79,Female,348,0,792,348,1/7/2022,81
70-79,Female,345,0,1076,345,1/8/2022,62
70-79,Female,325,0,1250,325,1/9/2022,154
70-79,Female,324,0,1407,324,1/10/2022,166
70-79,Female,356,0,1755,356,1/11/2022,5
70-79,Female,414,0,1955,414,1/12/2022,389
70-79,Female,425,0,2110,425,1/13/2022,169
70-79,Female,337,0,2083,337,1/14/2022,314
70-79,Female,444,0,2349,444,1/15/2022,185
70-79,Female,355,0,2526,355,1/16/2022,166
70-79,Female,289,0,2592,289,1/17/2022,212
70-79,Female,298,0,2614,298,1/18/2022,256
70-79,Female,345,0,2933,345,1/19/2022,23
70-79,Female,274,0,2986,274,1/20/2022,218
70-79,Female,271,0,2737,271,1/21/2022,519
70-79,Female,229,0,2418,229,1/22/2022,546
70-79,Female,179,0,2325,179,1/23/2022,271
70-79,Female,228,0,2328,228,1/24/2022,223
70-79,Female,210,0,1908,210,1/25/2022,628
70-79,Female,195,0,1702,195,1/26/2022,400
70-79,Female,188,0,1510,188,1/27/2022,380
70-79,Female,186,0,1214,186,1/28/2022,478
70-79,Female,172,0,1203,172,1/29/2022,179
70-79,Female,119,0,1124,119,1/30/2022,194
70-79,Female,127,0,1025,127,1/31/2022,226
70-79,Female,170,0,999,170,2/1/2022,194
70-79,Female,139,0,943,139,2/2/2022,195
70-79,Female,148,0,895,148,2/3/2022,196
70-79,Female,98,0,838,98,2/4/2022,149
70-79,Female,95,0,794,95,2/5/2022,138
70-79,Female,77,0,751,77,2/6/2022,118
70-79,Female,92,0,682,92,2/7/2022,156
70-79,Female,97,0,638,97,2/8/2022,140
70-79,Female,91,0,589,91,2/9/2022,140
70-79,Female,89,0,554,89,2/10/2022,122
70-79,Female,79,0,528,79,2/11/2022,105
70-79,Female,85,0,524,85,2/12/2022,88
70-79,Female,62,0,522,62,2/13/2022,63
70-79,Female,68,0,475,68,2/14/2022,113
70-79,Female,81,0,458,81,2/15/2022,94
70-79,Female,65,0,444,65,2/16/2022,78
70-79,Female,77,0,452,77,2/17/2022,67
70-79,Female,63,0,435,63,2/18/2022,80
70-79,Female,52,0,428,52,2/19/2022,59
70-79,Female,45,0,408,45,2/20/2022,64
70-79,Female,53,0,433,53,2/21/2022,27
70-79,Female,71,0,379,71,2/22/2022,124
70-79,Female,68,0,370,68,2/23/2022,77
70-79,Female,55,0,359,55,2/24/2022,66
70-79,Female,80,0,376,80,2/25/2022,62
70-79,Female,51,0,386,51,2/26/2022,41
70-79,Female,56,0,402,56,2/27/2022,40
70-79,Female,51,0,391,51,2/28/2022,62
70-79,Female,56,0,378,56,3/1/2022,68
70-79,Female,76,0,386,76,3/2/2022,67
70-79,Female,74,0,393,74,3/3/2022,67
70-79,Female,81,0,412,81,3/4/2022,62
70-79,Female,41,0,398,41,3/5/2022,54
70-79,Female,72,0,415,72,3/6/2022,53
70-79,Female,47,0,443,47,3/7/2022,19
70-79,Female,75,0,411,75,3/8/2022,107
70-79,Female,89,0,427,89,3/9/2022,72
70-79,Female,57,0,483,57,3/10/2022,1
70-79,Female,77,0,415,77,3/11/2022,145
70-79,Female,67,0,419,67,3/12/2022,63
70-79,Female,84,0,461,84,3/13/2022,42
70-79,Female,88,0,488,88,3/14/2022,61
70-79,Female,97,0,496,97,3/15/2022,88
70-79,Female,104,0,531,104,3/16/2022,68
70-79,Female,106,0,578,106,3/17/2022,59
70-79,Female,106,0,603,106,3/18/2022,81
70-79,Female,101,0,623,101,3/19/2022,81
70-79,Female,107,0,646,107,3/20/2022,84
70-79,Female,117,0,671,117,3/21/2022,91
70-79,Female,162,0,737,162,3/22/2022,96
70-79,Female,184,0,815,184,3/23/2022,106
70-79,Female,158,0,855,158,3/24/2022,118
70-79,Female,127,0,876,127,3/25/2022,106
70-79,Female,134,0,906,134,3/26/2022,104
70-79,Female,158,0,963,158,3/27/2022,101
70-79,Female,136,0,956,136,3/28/2022,143
70-79,Female,177,0,954,177,3/29/2022,178
70-79,Female,198,0,959,198,3/30/2022,193
70-79,Female,193,0,1016,193,3/31/2022,136
70-79,Female,176,0,1068,176,4/1/2022,123
70-79,Female,167,0,1084,167,4/2/2022,151
70-79,Female,146,0,1075,146,4/3/2022,155
70-79,Female,215,0,1144,215,4/4/2022,145
70-79,Female,235,0,1172,235,4/5/2022,207
70-79,Female,246,0,1229,246,4/6/2022,189
70-79,Female,265,0,1290,265,4/7/2022,202
70-79,Female,246,0,1378,246,4/8/2022,158
70-79,Female,229,0,1461,229,4/9/2022,146
70-79,Female,224,0,1477,224,4/10/2022,208
70-79,Female,239,0,1470,239,4/11/2022,247
70-79,Male,0,0,0,0,2/27/2020,0
70-79,Male,0,0,0,0,2/28/2020,0
70-79,Male,0,0,0,0,2/29/2020,0
70-79,Male,1,1,1,0,3/1/2020,
70-79,Male,,,1,0,3/2/2020,
70-79,Male,,,1,0,3/3/2020,
70-79,Male,,,1,0,3/4/2020,
70-79,Male,,,1,0,3/5/2020,
70-79,Male,1,1,1,0,3/6/2020,1
70-79,Male,,,1,0,3/7/2020,
70-79,Male,,,1,0,3/8/2020,
70-79,Male,1,1,2,0,3/9/2020,
70-79,Male,,,2,0,3/10/2020,
70-79,Male,,,2,0,3/11/2020,
70-79,Male,,,2,0,3/12/2020,
70-79,Male,,,2,0,3/13/2020,
70-79,Male,,,2,0,3/14/2020,
70-79,Male,,,2,0,3/15/2020,
70-79,Male,,,1,0,3/16/2020,1
70-79,Male,,,1,0,3/17/2020,
70-79,Male,,,,0,3/18/2020,1
70-79,Male,1,1,1,0,3/19/2020,
70-79,Male,,,1,0,3/20/2020,
70-79,Male,2,2,4,0,3/21/2020,
70-79,Male,7,7,12,0,3/22/2020,
70-79,Male,,,10,0,3/23/2020,
70-79,Male,3,3,12,0,3/24/2020,1
70-79,Male,6,6,18,0,3/25/2020,
70-79,Male,3,3,20,0,3/26/2020,1
70-79,Male,3,3,21,0,3/27/2020,
70-79,Male,4,4,25,0,3/28/2020,
70-79,Male,3,3,24,0,3/29/2020,4
70-79,Male,3,3,25,0,3/30/2020,2
70-79,Male,2,2,23,0,3/31/2020,4
70-79,Male,,,20,0,4/1/2020,3
70-79,Male,4,4,21,0,4/2/2020,3
70-79,Male,,,16,0,4/3/2020,5
70-79,Male,2,2,18,0,4/4/2020,
70-79,Male,1,1,14,0,4/5/2020,5
70-79,Male,,,10,0,4/6/2020,4
70-79,Male,3,3,11,0,4/7/2020,2
70-79,Male,1,1,9,0,4/8/2020,3
70-79,Male,,,9,0,4/9/2020,
70-79,Male,2,2,9,0,4/10/2020,2
70-79,Male,2,2,8,0,4/11/2020,3
70-79,Male,4,4,12,0,4/12/2020,
70-79,Male,1,1,10,0,4/13/2020,3
70-79,Male,,,8,0,4/14/2020,2
70-79,Male,,,7,0,4/15/2020,1
70-79,Male,,,7,0,4/16/2020,
70-79,Male,1,1,7,0,4/17/2020,1
70-79,Male,1,1,7,0,4/18/2020,1
70-79,Male,,,4,0,4/19/2020,3
70-79,Male,,,4,0,4/20/2020,
70-79,Male,,,4,0,4/21/2020,
70-79,Male,,,4,0,4/22/2020,
70-79,Male,1,1,4,0,4/23/2020,1
70-79,Male,,,4,0,4/24/2020,
70-79,Male,,,4,0,4/25/2020,
70-79,Male,,,3,0,4/26/2020,1
70-79,Male,,,3,0,4/27/2020,
70-79,Male,,,3,0,4/28/2020,
70-79,Male,,,3,0,4/29/2020,
70-79,Male,,,3,0,4/30/2020,
70-79,Male,1,1,4,0,5/1/2020,
70-79,Male,,,2,0,5/2/2020,2
70-79,Male,,,2,0,5/3/2020,
70-79,Male,2,2,3,0,5/4/2020,1
70-79,Male,1,1,4,0,5/5/2020,
70-79,Male,,,4,0,5/6/2020,
70-79,Male,1,1,5,0,5/7/2020,
70-79,Male,1,1,6,0,5/8/2020,
70-79,Male,,,6,0,5/9/2020,
70-79,Male,,,6,0,5/10/2020,
70-79,Male,,,5,0,5/11/2020,1
70-79,Male,,,3,0,5/12/2020,2
70-79,Male,,,2,0,5/13/2020,1
70-79,Male,,,2,0,5/14/2020,
70-79,Male,,,2,0,5/15/2020,
70-79,Male,,,2,0,5/16/2020,
70-79,Male,1,1,3,0,5/17/2020,
70-79,Male,,,2,0,5/18/2020,1
70-79,Male,,,2,0,5/19/2020,
70-79,Male,,,2,0,5/20/2020,
70-79,Male,1,1,3,0,5/21/2020,
70-79,Male,,,3,0,5/22/2020,
70-79,Male,,,2,0,5/23/2020,1
70-79,Male,,,2,0,5/24/2020,
70-79,Male,,,2,0,5/25/2020,
70-79,Male,,,1,0,5/26/2020,1
70-79,Male,,,1,0,5/27/2020,
70-79,Male,,,1,0,5/28/2020,
70-79,Male,,,1,0,5/29/2020,
70-79,Male,1,1,2,0,5/30/2020,
70-79,Male,,,2,0,5/31/2020,
70-79,Male,,,2,0,6/1/2020,
70-79,Male,,,2,0,6/2/2020,
70-79,Male,,,2,0,6/3/2020,
70-79,Male,,,2,0,6/4/2020,
70-79,Male,,,1,0,6/5/2020,1
70-79,Male,,,1,0,6/6/2020,
70-79,Male,,,1,0,6/7/2020,
70-79,Male,,,1,0,6/8/2020,
70-79,Male,1,1,2,0,6/9/2020,
70-79,Male,,,2,0,6/10/2020,
70-79,Male,,,2,0,6/11/2020,
70-79,Male,,,1,0,6/12/2020,1
70-79,Male,,,1,0,6/13/2020,
70-79,Male,,,1,0,6/14/2020,
70-79,Male,,,1,0,6/15/2020,
70-79,Male,1,1,2,0,6/16/2020,
70-79,Male,,,2,0,6/17/2020,
70-79,Male,,,2,0,6/18/2020,
70-79,Male,,,2,0,6/19/2020,
70-79,Male,1,1,4,0,6/20/2020,
70-79,Male,1,1,4,0,6/21/2020,
70-79,Male,,,4,0,6/22/2020,
70-79,Male,,,4,0,6/23/2020,
70-79,Male,,,4,0,6/24/2020,
70-79,Male,1,1,5,0,6/25/2020,
70-79,Male,1,1,6,0,6/26/2020,
70-79,Male,,,6,0,6/27/2020,
70-79,Male,1,1,8,0,6/28/2020,
70-79,Male,,,6,0,6/29/2020,1
70-79,Male,2,2,8,0,6/30/2020,
70-79,Male,1,1,10,0,7/1/2020,
70-79,Male,,,8,0,7/2/2020,1
70-79,Male,4,4,12,0,7/3/2020,1
70-79,Male,1,1,12,0,7/4/2020,
70-79,Male,,,12,0,7/5/2020,
70-79,Male,3,3,16,0,7/6/2020,
70-79,Male,,,15,0,7/7/2020,1
70-79,Male,1,1,15,0,7/8/2020,1
70-79,Male,2,2,18,0,7/9/2020,
70-79,Male,,,17,0,7/10/2020,
70-79,Male,8,8,25,0,7/11/2020,1
70-79,Male,,,22,0,7/12/2020,1
70-79,Male,2,2,25,0,7/13/2020,
70-79,Male,3,3,27,0,7/14/2020,
70-79,Male,7,7,33,0,7/15/2020,1
70-79,Male,9,9,40,0,7/16/2020,2
70-79,Male,3,3,43,0,7/17/2020,1
70-79,Male,9,9,51,0,7/18/2020,
70-79,Male,5,5,56,0,7/19/2020,
70-79,Male,10,10,66,0,7/20/2020,1
70-79,Male,8,8,68,0,7/21/2020,2
70-79,Male,5,5,73,0,7/22/2020,3
70-79,Male,7,7,77,0,7/23/2020,2
70-79,Male,5,5,83,0,7/24/2020,1
70-79,Male,17,17,99,0,7/25/2020,1
70-79,Male,9,9,103,0,7/26/2020,1
70-79,Male,6,6,103,0,7/27/2020,2
70-79,Male,8,8,111,0,7/28/2020,3
70-79,Male,5,5,110,0,7/29/2020,3
70-79,Male,9,9,110,0,7/30/2020,6
70-79,Male,6,6,108,0,7/31/2020,4
70-79,Male,9,9,111,0,8/1/2020,5
70-79,Male,3,3,111,0,8/2/2020,1
70-79,Male,10,10,119,0,8/3/2020,1
70-79,Male,16,16,134,0,8/4/2020,
70-79,Male,19,19,149,0,8/5/2020,2
70-79,Male,17,17,166,0,8/6/2020,2
70-79,Male,10,10,172,0,8/7/2020,1
70-79,Male,9,9,171,0,8/8/2020,5
70-79,Male,2,2,161,0,8/9/2020,5
70-79,Male,12,12,173,0,8/10/2020,1
70-79,Male,11,11,179,0,8/11/2020,4
70-79,Male,9,9,183,0,8/12/2020,4
70-79,Male,8,8,182,0,8/13/2020,6
70-79,Male,3,3,181,0,8/14/2020,4
70-79,Male,12,12,190,0,8/15/2020,5
70-79,Male,8,8,191,0,8/16/2020,5
70-79,Male,4,4,184,0,8/17/2020,7
70-79,Male,4,4,181,0,8/18/2020,4
70-79,Male,6,6,180,0,8/19/2020,9
70-79,Male,5,5,171,0,8/20/2020,9
70-79,Male,6,6,174,0,8/21/2020,4
70-79,Male,3,3,176,0,8/22/2020,3
70-79,Male,2,2,168,0,8/23/2020,7
70-79,Male,4,4,169,0,8/24/2020,5
70-79,Male,3,3,157,0,8/25/2020,9
70-79,Male,1,1,154,0,8/26/2020,3
70-79,Male,3,3,150,0,8/27/2020,5
70-79,Male,1,1,146,0,8/28/2020,6
70-79,Male,4,4,141,0,8/29/2020,6
70-79,Male,1,1,130,0,8/30/2020,9
70-79,Male,1,1,122,0,8/31/2020,7
70-79,Male,1,1,115,0,9/1/2020,8
70-79,Male,,,102,0,9/2/2020,13
70-79,Male,1,1,95,0,9/3/2020,10
70-79,Male,1,1,87,0,9/4/2020,5
70-79,Male,,,77,0,9/5/2020,9
70-79,Male,1,1,75,0,9/6/2020,2
70-79,Male,4,4,73,0,9/7/2020,7
70-79,Male,,,68,0,9/8/2020,5
70-79,Male,1,1,60,0,9/9/2020,7
70-79,Male,2,2,57,0,9/10/2020,4
70-79,Male,1,1,55,0,9/11/2020,3
70-79,Male,,,44,0,9/12/2020,10
70-79,Male,1,1,45,0,9/13/2020,
70-79,Male,,,42,0,9/14/2020,2
70-79,Male,3,3,46,0,9/15/2020,
70-79,Male,1,1,45,0,9/16/2020,1
70-79,Male,1,1,45,0,9/17/2020,2
70-79,Male,,,38,0,9/18/2020,6
70-79,Male,2,2,38,0,9/19/2020,2
70-79,Male,,,37,0,9/20/2020,
70-79,Male,1,1,34,0,9/21/2020,3
70-79,Male,,,32,0,9/22/2020,2
70-79,Male,1,1,32,0,9/23/2020,1
70-79,Male,,,30,0,9/24/2020,2
70-79,Male,,,28,0,9/25/2020,2
70-79,Male,,,21,0,9/26/2020,7
70-79,Male,,,21,0,9/27/2020,
70-79,Male,1,1,20,0,9/28/2020,
70-79,Male,,,18,0,9/29/2020,2
70-79,Male,,,16,0,9/30/2020,2
70-79,Male,,,15,0,10/1/2020,1
70-79,Male,,,15,0,10/2/2020,
70-79,Male,,,15,0,10/3/2020,
70-79,Male,,,15,0,10/4/2020,
70-79,Male,,,11,0,10/5/2020,4
70-79,Male,,,11,0,10/6/2020,
70-79,Male,1,1,11,0,10/7/2020,1
70-79,Male,,,11,0,10/8/2020,
70-79,Male,,,10,0,10/9/2020,1
70-79,Male,,,10,0,10/10/2020,
70-79,Male,1,1,9,0,10/11/2020,1
70-79,Male,,,9,0,10/12/2020,
70-79,Male,,,9,0,10/13/2020,
70-79,Male,1,1,10,0,10/14/2020,
70-79,Male,,,9,0,10/15/2020,1
70-79,Male,,,9,0,10/16/2020,
70-79,Male,,,9,0,10/17/2020,
70-79,Male,1,1,10,0,10/18/2020,
70-79,Male,,,10,0,10/19/2020,
70-79,Male,,,10,0,10/20/2020,
70-79,Male,,,10,0,10/21/2020,
70-79,Male,,,10,0,10/22/2020,
70-79,Male,,,10,0,10/23/2020,
70-79,Male,,,9,0,10/24/2020,1
70-79,Male,,,8,0,10/25/2020,1
70-79,Male,,,8,0,10/26/2020,
70-79,Male,,,8,0,10/27/2020,
70-79,Male,,,7,0,10/28/2020,1
70-79,Male,,,7,0,10/29/2020,
70-79,Male,,,6,0,10/30/2020,1
70-79,Male,,,6,0,10/31/2020,
70-79,Male,,,6,0,11/1/2020,
70-79,Male,,,6,0,11/2/2020,
70-79,Male,,,6,0,11/3/2020,
70-79,Male,,,6,0,11/4/2020,
70-79,Male,,,6,0,11/5/2020,
70-79,Male,,,6,0,11/6/2020,
70-79,Male,,,6,0,11/7/2020,
70-79,Male,,,6,0,11/8/2020,
70-79,Male,,,6,0,11/9/2020,
70-79,Male,,,6,0,11/10/2020,
70-79,Male,,,6,0,11/11/2020,
70-79,Male,,,6,0,11/12/2020,
70-79,Male,,,6,0,11/13/2020,
70-79,Male,,,6,0,11/14/2020,
70-79,Male,,,6,0,11/15/2020,
70-79,Male,,,6,0,11/16/2020,
70-79,Male,,,6,0,11/17/2020,
70-79,Male,,,6,0,11/18/2020,
70-79,Male,,,6,0,11/19/2020,
70-79,Male,,,6,0,11/20/2020,
70-79,Male,,,6,0,11/21/2020,
70-79,Male,,,6,0,11/22/2020,
70-79,Male,,,6,0,11/23/2020,
70-79,Male,,,6,0,11/24/2020,
70-79,Male,,,6,0,11/25/2020,
70-79,Male,,,6,0,11/26/2020,
70-79,Male,,,6,0,11/27/2020,
70-79,Male,,,6,0,11/28/2020,
70-79,Male,,,6,0,11/29/2020,
70-79,Male,,,6,0,11/30/2020,
70-79,Male,,,6,0,12/1/2020,
70-79,Male,,,6,0,12/2/2020,
70-79,Male,,,6,0,12/3/2020,
70-79,Male,,,6,0,12/4/2020,
70-79,Male,,,6,0,12/5/2020,
70-79,Male,,,6,0,12/6/2020,
70-79,Male,,,6,0,12/7/2020,
70-79,Male,,,6,0,12/8/2020,
70-79,Male,,,6,0,12/9/2020,
70-79,Male,,,6,0,12/10/2020,
70-79,Male,,,6,0,12/11/2020,
70-79,Male,,,6,0,12/12/2020,
70-79,Male,,,6,0,12/13/2020,
70-79,Male,,,6,0,12/14/2020,
70-79,Male,,,6,0,12/15/2020,
70-79,Male,,,6,0,12/16/2020,
70-79,Male,,,6,0,12/17/2020,
70-79,Male,,,6,0,12/18/2020,
70-79,Male,,,6,0,12/19/2020,
70-79,Male,,,6,0,12/20/2020,
70-79,Male,,,6,0,12/21/2020,
70-79,Male,,,6,0,12/22/2020,
70-79,Male,,,6,0,12/23/2020,
70-79,Male,,,6,0,12/24/2020,
70-79,Male,,,6,0,12/25/2020,
70-79,Male,,,6,0,12/26/2020,
70-79,Male,,,6,0,12/27/2020,
70-79,Male,,,6,0,12/28/2020,
70-79,Male,,,6,0,12/29/2020,
70-79,Male,,,6,0,12/30/2020,
70-79,Male,2,2,8,0,12/31/2020,
70-79,Male,,,8,0,1/1/2021,
70-79,Male,,,8,0,1/2/2021,
70-79,Male,,,8,0,1/3/2021,
70-79,Male,1,1,9,0,1/4/2021,
70-79,Male,,,9,0,1/5/2021,
70-79,Male,,,9,0,1/6/2021,
70-79,Male,,,9,0,1/7/2021,
70-79,Male,,,9,0,1/8/2021,
70-79,Male,,,9,0,1/9/2021,
70-79,Male,,,8,0,1/10/2021,1
70-79,Male,,,8,0,1/11/2021,
70-79,Male,,,8,0,1/12/2021,
70-79,Male,,,7,0,1/13/2021,1
70-79,Male,,,7,0,1/14/2021,
70-79,Male,,,7,0,1/15/2021,
70-79,Male,,,7,0,1/16/2021,
70-79,Male,,,6,0,1/17/2021,1
70-79,Male,,,6,0,1/18/2021,
70-79,Male,,,6,0,1/19/2021,
70-79,Male,,,6,0,1/20/2021,
70-79,Male,,,6,0,1/21/2021,
70-79,Male,,,6,0,1/22/2021,
70-79,Male,,,6,0,1/23/2021,
70-79,Male,,,6,0,1/24/2021,
70-79,Male,,,6,0,1/25/2021,
70-79,Male,,,6,0,1/26/2021,
70-79,Male,,,6,0,1/27/2021,
70-79,Male,,,6,0,1/28/2021,
70-79,Male,,,6,0,1/29/2021,
70-79,Male,,,3,0,1/30/2021,
70-79,Male,,,1,0,1/31/2021,
70-79,Male,,,1,0,2/1/2021,
70-79,Male,,,1,0,2/2/2021,
70-79,Male,,,1,0,2/3/2021,
70-79,Male,,,1,0,2/4/2021,
70-79,Male,,,1,0,2/5/2021,
70-79,Male,,,1,0,2/6/2021,
70-79,Male,,,1,0,2/7/2021,
70-79,Male,,,1,0,2/8/2021,
70-79,Male,,,1,0,2/9/2021,
70-79,Male,,,1,0,2/10/2021,
70-79,Male,,,1,0,2/11/2021,
70-79,Male,,,1,0,2/12/2021,
70-79,Male,,,1,0,2/13/2021,
70-79,Male,,,1,0,2/14/2021,
70-79,Male,,,1,0,2/15/2021,
70-79,Male,,,1,0,2/16/2021,
70-79,Male,,,1,0,2/17/2021,
70-79,Male,,,1,0,2/18/2021,
70-79,Male,,,1,0,2/19/2021,
70-79,Male,,,1,0,2/20/2021,
70-79,Male,,,1,0,2/21/2021,
70-79,Male,,,1,0,2/22/2021,
70-79,Male,,,1,0,2/23/2021,
70-79,Male,,,1,0,2/24/2021,
70-79,Male,,,1,0,2/25/2021,
70-79,Male,,,1,0,2/26/2021,
70-79,Male,,,1,0,2/27/2021,
70-79,Male,,,1,0,2/28/2021,
70-79,Male,,,1,0,3/1/2021,
70-79,Male,,,1,0,3/2/2021,
70-79,Male,,,1,0,3/3/2021,
70-79,Male,,,1,0,3/4/2021,
70-79,Male,,,1,0,3/5/2021,
70-79,Male,,,1,0,3/6/2021,
70-79,Male,,,1,0,3/7/2021,
70-79,Male,,,1,0,3/8/2021,
70-79,Male,,,1,0,3/9/2021,
70-79,Male,,,1,0,3/10/2021,
